Age,Gender,Marital Status,Employment,Income (₹),FD Amount (₹),FD Tenure (yrs),Credit Score,Base Rate (%),BPS Adjustment (%),Base Rate Type
54,Male,Single,Salaried,1454579,1226076,6,762,6.75,0.63,Floating
23,Male,Married,Salaried,865746,704024,1,699,6.75,0.88,Floating
24,Female,Married,Salaried,1582104,903542,9,465,6.75,0.16,Fixed
42,Male,Married,Self-Employed,835165,518313,4,719,6.75,0.48,Floating
50,Male,Married,Salaried,289586,335466,1,696,6.75,0.98,Fixed
72,Female,Single,Retired,582521,68371,8,486,6.75,0.8300000000000001,Floating
75,Female,Married,Retired,656947,591888,1,563,6.75,0.99,Floating
24,Male,Married,Salaried,1324290,662304,2,386,6.75,0.69,Fixed
74,Female,Married,Retired,770848,778889,5,532,6.75,0.9199999999999999,Floating
29,Male,Married,Salaried,409738,349153,1,608,6.75,0.72,Fixed
33,Male,Married,Self-Employed,276215,700040,1,432,6.75,0.15,Floating
60,Male,Married,Retired,84212,110627,6,772,6.75,0.73,Fixed
24,Female,Married,Salaried,2326813,1054096,1,603,6.75,0.39,Fixed
68,Female,Married,Retired,625317,665259,5,579,6.75,1.48,Fixed
49,Female,Single,Salaried,1221366,693395,5,500,6.75,0.35,Floating
25,Male,Single,Salaried,396634,745997,2,790,6.75,0.92,Floating
89,Male,Married,Retired,1613820,660684,3,597,6.75,1.37,Fixed
62,Male,Married,Retired,571275,533400,3,436,6.75,1.26,Floating
76,Male,Married,Retired,1935368,872164,3,747,6.75,0.87,Floating
21,Male,Married,Salaried,1985970,484318,3,496,6.75,0.33,Fixed
84,Female,Single,Retired,442289,496908,4,390,6.75,1.1400000000000001,Floating
46,Female,Married,Self-Employed,1619519,973930,1,360,6.75,0.23,Floating
46,Male,Married,Salaried,1938701,338429,4,371,6.75,0.36,Fixed
45,Male,Married,Self-Employed,198663,672653,4,751,6.75,0.82,Fixed
61,Male,Single,Retired,256431,682726,8,498,6.75,0.71,Fixed
21,Female,Single,Salaried,46395,373770,4,582,6.75,0.83,Fixed
26,Female,Single,Salaried,530147,505618,5,450,6.75,0.55,Floating
22,Female,Married,Salaried,497225,495990,4,339,6.75,0.51,Fixed
73,Male,Married,Retired,833004,435964,5,670,6.75,1.1099999999999999,Fixed
67,Male,Single,Retired,361661,481029,3,776,6.75,1.13,Fixed
32,Female,Married,Salaried,1345866,614251,3,357,6.75,0.56,Floating
49,Female,Married,Salaried,1015236,322212,8,847,6.75,0.7,Floating
45,Male,Married,Salaried,1212194,498638,1,552,6.75,0.36,Floating
39,Male,Married,Self-Employed,1514794,95229,3,715,6.75,0.81,Floating
34,Male,Married,Self-Employed,1131543,315587,2,538,6.75,0.22,Floating
76,Female,Single,Retired,888062,174147,6,683,6.75,1.21,Floating
88,Female,Married,Retired,589329,546552,8,706,6.75,0.89,Floating
74,Female,Single,Retired,1448757,188132,6,467,6.75,1.19,Floating
43,Male,Single,Salaried,1135226,82131,4,410,6.75,0.03,Fixed
42,Male,Single,Salaried,1109388,83191,3,731,6.75,0.39,Fixed
27,Male,Married,Salaried,697380,190322,4,595,6.75,0.96,Floating
62,Female,Married,Retired,1150111,809455,8,584,6.75,1.0699999999999998,Floating
28,Male,Single,Salaried,609187,960834,9,600,6.75,0.5,Floating
70,Female,Married,Retired,1155004,398518,8,808,6.75,0.75,Fixed
89,Male,Married,Retired,867605,51969,9,845,6.75,0.99,Fixed
85,Female,Married,Retired,1357777,409798,8,389,6.75,1.3199999999999998,Floating
45,Female,Married,Self-Employed,335757,915769,5,799,6.75,0.34,Floating
82,Male,Married,Retired,1023785,568774,5,826,6.75,1.06,Fixed
66,Female,Married,Retired,1351405,61710,1,881,6.75,1.17,Floating
64,Male,Married,Retired,1037285,1047138,8,370,6.75,0.9,Floating
69,Male,Married,Retired,288837,392483,2,653,6.75,0.78,Fixed
71,Male,Single,Retired,627731,339817,6,481,6.75,0.66,Floating
77,Female,Married,Retired,1633615,851531,6,424,6.75,0.6,Fixed
74,Female,Married,Retired,964613,583081,4,409,6.75,0.74,Floating
64,Male,Single,Retired,590356,886717,9,685,6.75,0.52,Fixed
48,Female,Married,Salaried,1627118,458828,3,463,6.75,0.76,Floating
63,Female,Single,Retired,1774834,477573,8,839,6.75,0.61,Floating
43,Female,Married,Self-Employed,410621,357168,2,514,6.75,0.9,Fixed
22,Male,Single,Salaried,748511,546153,5,402,6.75,0.51,Floating
69,Male,Married,Retired,827814,488268,6,703,6.75,0.96,Fixed
71,Female,Married,Retired,1266603,288770,2,464,6.75,0.56,Fixed
50,Male,Married,Self-Employed,909815,7268,7,870,6.75,0.13,Fixed
67,Male,Married,Retired,1061215,642632,5,343,6.75,1.3599999999999999,Floating
55,Female,Married,Salaried,926981,596958,4,439,6.75,0.67,Fixed
44,Male,Single,Self-Employed,2099945,841712,4,331,6.75,0.09,Floating
32,Female,Married,Salaried,1286757,783885,2,548,6.75,0.68,Floating
78,Male,Single,Retired,853195,544809,9,842,6.75,0.63,Floating
38,Female,Married,Salaried,861074,630934,1,829,6.75,0.73,Fixed
63,Male,Married,Retired,1236571,498567,1,712,6.75,1.44,Floating
86,Male,Single,Retired,522424,23916,4,831,6.75,1.26,Floating
23,Male,Single,Salaried,1135065,891771,3,330,6.75,0.82,Fixed
55,Female,Married,Salaried,1079638,613730,9,690,6.75,0.62,Floating
79,Female,Single,Retired,567690,102042,7,523,6.75,0.5,Fixed
79,Male,Married,Retired,157289,364162,2,802,6.75,1.29,Floating
63,Male,Married,Retired,131518,672109,4,854,6.75,0.9,Floating
30,Female,Married,Salaried,885241,953382,5,808,6.75,0.87,Floating
20,Male,Single,Salaried,1453509,586198,4,348,6.75,0.57,Floating
23,Female,Single,Salaried,775393,721458,4,662,6.75,0.19,Floating
25,Male,Married,Salaried,1433001,994410,4,314,6.75,0.05,Fixed
61,Female,Single,Retired,816664,980144,8,645,6.75,1.06,Floating
50,Female,Single,Salaried,474444,579128,7,767,6.75,0.57,Fixed
67,Female,Married,Retired,360825,697694,4,792,6.75,1.3599999999999999,Floating
28,Female,Married,Salaried,536712,206382,1,538,6.75,0.04,Fixed
45,Male,Married,Salaried,1070368,484539,6,376,6.75,0.82,Floating
87,Male,Married,Retired,977198,621928,5,532,6.75,0.9099999999999999,Floating
58,Female,Single,Salaried,875915,374193,5,745,6.75,0.53,Fixed
33,Male,Married,Salaried,896720,101980,6,470,6.75,0.53,Fixed
85,Female,Married,Retired,1552520,488130,8,833,6.75,0.88,Fixed
65,Female,Married,Retired,1939787,30496,6,572,6.75,0.69,Fixed
73,Male,Single,Retired,631088,953033,6,324,6.75,0.58,Floating
81,Male,Married,Retired,905944,482800,7,545,6.75,0.71,Fixed
76,Male,Married,Retired,389318,818715,8,848,6.75,1.21,Floating
79,Male,Married,Retired,992728,236160,4,773,6.75,1.1800000000000002,Floating
28,Male,Married,Salaried,842545,349084,7,612,6.75,0.68,Floating
35,Male,Single,Salaried,1107333,676280,8,768,6.75,0.91,Fixed
36,Male,Married,Salaried,1439151,947868,6,654,6.75,0.46,Floating
72,Male,Married,Retired,395159,555763,9,758,6.75,1.26,Floating
43,Male,Married,Self-Employed,893723,251944,6,815,6.75,0.67,Floating
23,Male,Married,Salaried,861507,762134,4,357,6.75,0.94,Floating
21,Male,Single,Salaried,1079391,178655,6,471,6.75,0.67,Floating
46,Female,Married,Self-Employed,1700215,890582,2,629,6.75,0.18,Fixed
76,Male,Single,Retired,674754,818516,8,572,6.75,1.24,Fixed
34,Male,Married,Salaried,1304594,272539,6,529,6.75,0.36,Floating
60,Female,Married,Retired,1836098,462592,4,445,6.75,0.75,Floating
83,Female,Single,Retired,577025,346711,7,736,6.75,0.78,Floating
51,Male,Married,Salaried,1073623,614078,8,574,6.75,0.83,Floating
25,Male,Married,Salaried,1069268,640812,3,868,6.75,0.45,Fixed
30,Male,Single,Self-Employed,351891,14476,3,634,6.75,0.47,Fixed
25,Male,Single,Salaried,1289582,655587,3,599,6.75,0.01,Fixed
82,Female,Married,Retired,1561355,470621,3,446,6.75,0.77,Floating
60,Female,Married,Retired,665997,134459,2,848,6.75,1.38,Fixed
56,Female,Married,Salaried,855179,682971,5,357,6.75,0.5,Floating
76,Male,Single,Retired,126517,975251,6,567,6.75,0.9199999999999999,Floating
61,Female,Married,Retired,1525995,533110,1,331,6.75,0.5700000000000001,Floating
26,Male,Single,Salaried,1432680,919197,6,709,6.75,0.29,Floating
54,Male,Married,Salaried,522108,746283,7,730,6.75,0.13,Fixed
53,Male,Married,Salaried,578809,749699,2,521,6.75,0.16,Fixed
45,Male,Married,Self-Employed,801123,639507,1,350,6.75,0.34,Fixed
59,Male,Married,Salaried,1646000,433648,7,761,6.75,0.07,Floating
60,Female,Married,Retired,963918,277410,6,872,6.75,1.28,Floating
59,Male,Married,Salaried,1075886,1422525,3,758,6.75,0.62,Fixed
83,Male,Single,Retired,1075955,551803,2,896,6.75,1.3,Floating
72,Male,Married,Retired,1686342,546166,2,577,6.75,0.85,Fixed
89,Male,Married,Retired,813442,825909,2,752,6.75,0.72,Floating
65,Female,Single,Retired,932163,68073,8,339,6.75,1.0899999999999999,Floating
39,Female,Single,Salaried,1587183,672721,1,865,6.75,0.02,Floating
44,Female,Married,Self-Employed,1581781,904344,3,464,6.75,0.09,Floating
84,Male,Single,Retired,477858,896630,8,546,6.75,1.24,Floating
30,Female,Married,Salaried,26907,671958,6,637,6.75,0.89,Floating
62,Female,Married,Retired,996399,198153,7,823,6.75,0.71,Floating
27,Male,Single,Salaried,1323354,769662,2,704,6.75,0.79,Floating
26,Male,Single,Salaried,1157538,166763,9,339,6.75,0.38,Floating
71,Female,Single,Retired,693965,952171,7,329,6.75,0.9199999999999999,Floating
44,Male,Single,Self-Employed,1931965,734392,3,596,6.75,0.88,Floating
51,Male,Married,Salaried,465697,386462,9,602,6.75,0.62,Floating
18,Male,Married,Salaried,318107,823831,3,559,6.75,0.81,Fixed
49,Male,Married,Salaried,1577243,453698,8,731,6.75,0.78,Fixed
88,Male,Married,Retired,789850,529965,7,612,6.75,1.0699999999999998,Fixed
84,Male,Married,Retired,1849283,716390,3,541,6.75,1.25,Floating
37,Female,Married,Self-Employed,875221,484336,5,827,6.75,0.71,Floating
52,Male,Single,Salaried,805945,433678,7,791,6.75,0.48,Fixed
34,Female,Single,Self-Employed,1248316,312446,3,610,6.75,0.15,Fixed
35,Male,Married,Self-Employed,1427500,783322,2,445,6.75,0.27,Fixed
62,Female,Married,Retired,2080276,1026028,9,450,6.75,0.88,Fixed
70,Female,Single,Retired,1431003,814985,2,762,6.75,1.0899999999999999,Floating
85,Female,Married,Retired,1535538,328276,3,310,6.75,0.8,Fixed
82,Female,Single,Retired,710527,207800,1,726,6.75,0.71,Floating
18,Female,Married,Salaried,1479442,830426,1,600,6.75,0.04,Floating
75,Female,Married,Retired,1312798,178375,1,338,6.75,0.71,Floating
43,Male,Single,Salaried,709293,334303,3,890,6.75,0.54,Fixed
37,Male,Single,Salaried,312210,677051,6,764,6.75,0.14,Fixed
27,Female,Married,Salaried,548535,1041410,3,451,6.75,0.03,Fixed
76,Male,Married,Retired,741705,610457,4,591,6.75,0.5700000000000001,Floating
58,Female,Single,Salaried,902803,182576,2,815,6.75,0.95,Floating
22,Female,Married,Salaried,1372943,228484,7,896,6.75,0.04,Floating
82,Male,Single,Retired,1473450,499100,4,861,6.75,0.97,Floating
34,Female,Married,Salaried,1874408,692443,1,647,6.75,0.69,Floating
39,Male,Married,Salaried,1213225,216175,4,863,6.75,0.22,Fixed
58,Male,Married,Salaried,273449,231564,4,561,6.75,0.96,Fixed
85,Male,Married,Retired,549554,482163,3,601,6.75,0.52,Fixed
86,Male,Married,Retired,885414,712954,8,744,6.75,1.38,Floating
28,Male,Married,Salaried,1535356,112836,7,588,6.75,0.39,Fixed
73,Male,Married,Retired,1310830,209180,3,680,6.75,0.88,Floating
68,Male,Married,Retired,620469,471346,4,695,6.75,0.97,Floating
38,Female,Married,Salaried,443182,1315955,8,586,6.75,0.97,Floating
43,Female,Married,Salaried,682839,360981,3,845,6.75,0.63,Floating
36,Male,Single,Self-Employed,381442,853926,5,331,6.75,0.88,Floating
77,Male,Married,Retired,940180,193033,5,834,6.75,0.53,Floating
88,Female,Married,Retired,1222465,537011,5,880,6.75,1.4,Fixed
64,Female,Married,Retired,1147953,827725,5,851,6.75,0.71,Floating
88,Male,Single,Retired,762434,460664,9,678,6.75,0.81,Floating
43,Male,Married,Salaried,1014087,141370,5,330,6.75,0.07,Fixed
57,Female,Married,Salaried,346807,518462,9,695,6.75,0.92,Floating
22,Female,Married,Salaried,657111,746054,9,597,6.75,0.53,Floating
38,Male,Single,Salaried,1155523,1092281,4,569,6.75,0.09,Floating
21,Male,Single,Salaried,2124891,198936,9,778,6.75,0.4,Fixed
40,Male,Married,Salaried,1673513,603849,2,524,6.75,0.38,Floating
32,Female,Married,Salaried,345725,246233,3,813,6.75,0.05,Fixed
25,Male,Married,Salaried,1422186,548701,1,714,6.75,0.35,Floating
58,Male,Married,Salaried,1087689,242530,7,738,6.75,0.29,Floating
36,Male,Single,Self-Employed,1101661,299361,9,334,6.75,0.92,Fixed
63,Female,Married,Retired,2276100,1972168,3,326,6.75,1.31,Floating
45,Female,Married,Salaried,757320,519893,8,374,6.75,0.16,Fixed
85,Female,Married,Retired,1263956,113009,1,699,6.75,1.4300000000000002,Fixed
32,Female,Married,Salaried,1384211,449858,6,671,6.75,0.74,Floating
54,Male,Married,Salaried,652556,698021,6,645,6.75,0.49,Floating
18,Female,Single,Salaried,46466,563510,5,643,6.75,0.43,Floating
84,Male,Married,Retired,335325,639970,4,495,6.75,1.4300000000000002,Floating
41,Female,Married,Self-Employed,1127477,1071898,3,759,6.75,0.31,Fixed
44,Male,Married,Salaried,1448135,792012,4,509,6.75,0.37,Fixed
57,Male,Married,Salaried,1270556,919162,7,827,6.75,0.69,Floating
80,Male,Married,Retired,1264505,616232,7,597,6.75,1.26,Floating
78,Female,Married,Retired,1167170,762829,3,703,6.75,0.8300000000000001,Floating
53,Female,Married,Salaried,586732,293244,3,489,6.75,0.92,Fixed
41,Male,Single,Salaried,986139,723759,3,671,6.75,0.26,Fixed
41,Male,Married,Self-Employed,1314036,968155,5,406,6.75,0.35,Floating
21,Female,Married,Salaried,1235592,565922,1,743,6.75,0.2,Floating
84,Male,Married,Retired,1819691,374752,7,596,6.75,1.04,Floating
51,Female,Married,Salaried,708906,900490,8,684,6.75,1.0,Floating
74,Female,Married,Retired,718125,262832,7,827,6.75,1.22,Floating
66,Male,Married,Retired,648741,1187304,8,687,6.75,0.97,Fixed
70,Male,Married,Retired,366400,600584,9,609,6.75,1.48,Floating
40,Male,Single,Salaried,1307051,20897,4,328,6.75,0.05,Floating
86,Male,Married,Retired,1002113,635270,3,493,6.75,0.79,Fixed
70,Male,Married,Retired,878171,923991,7,362,6.75,1.3399999999999999,Floating
79,Male,Single,Retired,592374,837746,9,793,6.75,1.02,Fixed
58,Male,Married,Salaried,1275806,511093,9,569,6.75,0.0,Fixed
74,Female,Married,Retired,1008663,545419,8,471,6.75,0.96,Fixed
77,Female,Married,Retired,1772376,836975,3,428,6.75,0.52,Fixed
71,Male,Single,Retired,1012106,84105,6,652,6.75,1.0699999999999998,Floating
87,Male,Married,Retired,1209510,333832,2,447,6.75,1.13,Floating
74,Male,Married,Retired,1786019,288567,6,378,6.75,0.7,Floating
27,Male,Single,Salaried,834847,753600,5,519,6.75,0.99,Floating
57,Female,Married,Salaried,783139,237206,4,704,6.75,0.83,Fixed
24,Male,Single,Salaried,1713288,288621,3,386,6.75,0.46,Fixed
55,Female,Single,Salaried,220436,365174,8,703,6.75,0.31,Floating
78,Male,Married,Retired,870191,252647,6,416,6.75,0.51,Floating
20,Female,Single,Salaried,857899,820827,9,801,6.75,0.69,Floating
68,Male,Single,Retired,577844,360181,3,890,6.75,0.76,Fixed
64,Female,Single,Retired,1264191,664437,5,473,6.75,0.89,Floating
85,Female,Married,Retired,714946,343533,4,405,6.75,0.9299999999999999,Floating
55,Female,Single,Salaried,1052676,497389,6,396,6.75,0.85,Floating
53,Female,Married,Salaried,533664,444449,2,777,6.75,0.85,Floating
58,Male,Single,Salaried,1142735,61798,6,847,6.75,0.78,Floating
86,Female,Married,Retired,2039839,293462,3,860,6.75,1.27,Floating
30,Male,Married,Salaried,973807,127756,8,721,6.75,0.49,Floating
75,Male,Married,Retired,995018,827640,6,710,6.75,1.29,Fixed
67,Male,Married,Retired,406402,886418,8,624,6.75,1.3599999999999999,Fixed
47,Female,Married,Salaried,1421237,352211,7,768,6.75,0.5,Fixed
79,Female,Married,Retired,956848,634381,6,726,6.75,1.4,Fixed
42,Female,Married,Self-Employed,1196438,290886,9,654,6.75,0.99,Floating
44,Female,Married,Self-Employed,1474584,585537,9,625,6.75,0.18,Floating
68,Male,Married,Retired,909476,393673,4,308,6.75,1.48,Floating
74,Female,Married,Retired,1510472,345626,8,390,6.75,0.75,Floating
64,Female,Single,Retired,1543144,680475,3,585,6.75,1.4300000000000002,Floating
56,Male,Married,Salaried,1169928,596458,5,442,6.75,0.85,Floating
33,Male,Married,Salaried,1099721,275112,3,715,6.75,0.92,Fixed
39,Female,Married,Salaried,1013936,1014595,4,360,6.75,0.46,Fixed
71,Female,Single,Retired,1280823,1053464,5,593,6.75,0.65,Floating
38,Female,Married,Self-Employed,1258307,535610,8,639,6.75,0.22,Floating
89,Female,Married,Retired,284938,682011,8,485,6.75,0.8,Floating
33,Female,Married,Self-Employed,664151,1199706,3,391,6.75,0.25,Floating
76,Female,Single,Retired,1478614,680950,8,530,6.75,1.47,Floating
48,Female,Married,Self-Employed,1124074,92790,4,836,6.75,0.16,Floating
59,Female,Single,Salaried,891393,512936,2,438,6.75,0.69,Floating
49,Male,Married,Salaried,1880948,396314,3,489,6.75,0.51,Floating
76,Female,Single,Retired,1405995,367178,8,883,6.75,0.53,Fixed
51,Male,Married,Salaried,1539914,633027,5,652,6.75,0.21,Fixed
26,Female,Married,Salaried,889670,355644,2,338,6.75,0.93,Floating
28,Male,Married,Salaried,1192739,750409,7,372,6.75,0.82,Floating
27,Male,Single,Salaried,959282,312361,5,321,6.75,0.59,Floating
34,Male,Married,Salaried,482425,170505,6,330,6.75,0.08,Fixed
85,Female,Married,Retired,1098472,880436,2,589,6.75,0.64,Fixed
65,Male,Single,Retired,971192,418511,7,377,6.75,1.23,Floating
69,Male,Married,Retired,962843,739193,1,742,6.75,1.26,Fixed
42,Male,Married,Self-Employed,1495357,217536,5,736,6.75,0.96,Floating
38,Male,Married,Self-Employed,944620,445122,9,660,6.75,0.21,Fixed
82,Male,Married,Retired,1035031,695525,7,353,6.75,1.15,Floating
80,Male,Married,Retired,1059383,267585,9,670,6.75,0.9299999999999999,Floating
68,Male,Single,Retired,1251343,638028,9,881,6.75,0.61,Fixed
53,Male,Married,Salaried,1149014,858469,1,396,6.75,0.34,Fixed
83,Male,Single,Retired,1343491,606945,8,829,6.75,0.87,Floating
32,Male,Married,Self-Employed,358416,338539,7,693,6.75,0.45,Floating
56,Female,Married,Salaried,1072111,314142,2,335,6.75,0.29,Fixed
87,Male,Married,Retired,943943,272716,3,617,6.75,1.05,Fixed
18,Male,Married,Salaried,341852,236249,6,669,6.75,0.61,Fixed
40,Male,Married,Self-Employed,278602,748650,3,350,6.75,0.41,Floating
56,Male,Single,Salaried,686052,220424,8,586,6.75,0.37,Fixed
74,Male,Single,Retired,674085,411919,4,895,6.75,1.1600000000000001,Floating
51,Male,Married,Salaried,880384,553081,7,542,6.75,0.05,Floating
58,Female,Married,Salaried,1064080,388334,4,590,6.75,0.87,Fixed
30,Female,Married,Salaried,1247046,294317,2,712,6.75,0.97,Fixed
87,Male,Single,Retired,380955,858463,7,521,6.75,0.56,Floating
23,Female,Married,Salaried,548309,316239,8,330,6.75,0.71,Floating
69,Male,Single,Retired,565249,553266,1,367,6.75,0.75,Fixed
20,Female,Married,Salaried,940519,344422,5,781,6.75,0.43,Floating
80,Male,Single,Retired,1014036,327294,8,395,6.75,0.77,Floating
66,Female,Married,Retired,1499540,101094,1,524,6.75,0.71,Fixed
64,Male,Married,Retired,541470,504696,3,848,6.75,0.94,Fixed
72,Female,Single,Retired,1387653,111413,2,645,6.75,0.87,Floating
81,Male,Single,Retired,259525,586736,3,522,6.75,0.9299999999999999,Floating
82,Male,Married,Retired,1009609,411716,3,583,6.75,1.31,Floating
84,Female,Married,Retired,1275800,212819,3,553,6.75,1.48,Fixed
32,Male,Married,Salaried,1316698,159152,1,419,6.75,0.14,Floating
49,Female,Married,Salaried,1845680,190354,3,437,6.75,0.74,Floating
85,Female,Married,Retired,2188899,1391970,2,627,6.75,1.05,Floating
35,Male,Married,Self-Employed,1202699,483876,9,894,6.75,0.37,Floating
60,Male,Single,Retired,340898,547214,8,839,6.75,1.1600000000000001,Floating
52,Male,Married,Salaried,2904582,1297802,6,387,6.75,0.88,Floating
75,Female,Married,Retired,1571051,974360,7,672,6.75,1.1400000000000001,Floating
50,Male,Married,Self-Employed,1515157,212650,1,690,6.75,0.7,Floating
31,Male,Married,Salaried,786434,313745,7,639,6.75,0.15,Fixed
51,Female,Married,Salaried,939057,658212,8,813,6.75,0.71,Floating
78,Male,Married,Retired,587309,720607,8,565,6.75,1.49,Floating
21,Female,Married,Salaried,1336236,518352,6,381,6.75,0.96,Fixed
76,Female,Single,Retired,768223,108909,7,697,6.75,0.9099999999999999,Fixed
46,Male,Single,Salaried,1359281,167927,2,657,6.75,0.88,Fixed
23,Male,Married,Salaried,630096,476513,4,480,6.75,0.59,Floating
66,Female,Married,Retired,1475220,825472,8,814,6.75,0.62,Fixed
57,Male,Single,Salaried,1141397,930880,4,859,6.75,0.98,Floating
82,Male,Married,Retired,1635780,12380,8,435,6.75,1.1099999999999999,Fixed
86,Male,Single,Retired,2055731,1279258,4,564,6.75,0.61,Fixed
44,Female,Single,Salaried,1141641,633096,9,502,6.75,0.57,Fixed
23,Female,Married,Salaried,1682587,340638,1,781,6.75,0.72,Floating
30,Male,Married,Self-Employed,1684950,542224,6,586,6.75,0.24,Floating
81,Male,Single,Retired,989375,427107,1,432,6.75,1.1800000000000002,Fixed
79,Female,Single,Retired,1130068,156208,6,396,6.75,1.47,Floating
36,Female,Single,Salaried,1135639,312955,4,393,6.75,0.23,Floating
