Age,Gender,Marital Status,Dependents,Employment,Income (₹),Years in Job,Credit Score,Active Loans,Missed Payments (12M),Loan Amount (₹),LTV (%),DTI (%),Loan Tenure (yrs),Repayment Type,Co-applicant Present,Co-applicant Income (₹),Existing Customer,Salary Account,Base Rate Type,Base Rate (%),Dynamic Rate (%)
37,Other,Married,3,Contractual,540000,13,674,3,1,2290000,79,30,10,Standard EMI,Yes,1210000,Yes,Yes,Fixed,6.5,7.45
74,Male,Widowed,3,Salaried,1460000,39,686,4,3,1300000,72,35,14,Standard EMI,Yes,830000,No,Yes,Floating,6.5,8.96
47,Other,Married,3,Contractual,1150000,28,770,2,2,2200000,81,35,17,Standard EMI,Yes,880000,No,Yes,Fixed,6.5,8.35
28,Male,Single,1,Salaried,320000,5,646,5,2,1630000,89,38,26,Step-up EMI,No,30000,Yes,No,Floating,6.5,9.11
28,Female,Single,4,Part-time,500000,3,550,0,2,710000,81,31,28,Standard EMI,No,190000,Yes,No,Floating,6.5,9.15
64,Male,Widowed,2,Salaried,660000,16,795,1,2,1730000,63,26,8,Standard EMI,Yes,740000,Yes,No,Fixed,6.5,7.95
64,Male,Divorced,0,Salaried,660000,27,824,4,2,1120000,50,29,12,Step-up EMI,No,640000,Yes,No,Fixed,6.5,7.44
29,Other,Single,4,Salaried,430000,6,603,1,3,1930000,81,37,30,Step-up EMI,No,2240000,No,Yes,Floating,6.5,10.07
42,Male,Divorced,1,Salaried,1910000,22,840,2,1,4340000,75,39,17,Standard EMI,No,440000,No,No,Fixed,6.5,6.42
67,Other,Single,3,Salaried,980000,8,832,5,1,1700000,62,32,15,Step-up EMI,No,1300000,Yes,No,Floating,6.5,5.48
24,Female,Single,4,Salaried,1390000,1,660,2,2,1180000,86,33,30,Step-up EMI,No,340000,No,No,Floating,6.5,9.34
60,Male,Single,1,Salaried,660000,37,750,0,3,1700000,70,32,14,Standard EMI,No,20000,No,Yes,Floating,6.5,8.04
64,Male,Divorced,0,Salaried,1490000,28,834,3,3,1130000,72,24,15,Step-up EMI,Yes,1790000,Yes,No,Fixed,6.5,8.02
72,Other,Single,1,Salaried,660000,3,694,4,3,2460000,60,34,10,Standard EMI,Yes,2290000,No,Yes,Floating,6.5,9.03
47,Female,Divorced,2,Salaried,2150000,1,845,0,3,7640000,82,26,16,Standard EMI,No,900000,Yes,No,Floating,6.5,6.88
67,Female,Divorced,0,Salaried,1410000,21,821,4,3,2450000,70,31,8,Standard EMI,Yes,1870000,No,Yes,Floating,6.5,8.6
43,Female,Married,4,Contractual,1900000,6,675,5,1,4320000,80,40,13,Step-up EMI,No,20000,Yes,No,Fixed,6.5,8.14
20,Other,Single,2,Part-time,590000,2,504,5,2,1110000,90,45,26,Step-up EMI,No,390000,Yes,Yes,Fixed,6.5,10.35
26,Female,Single,0,Contractual,370000,8,738,5,2,430000,83,39,22,Step-up EMI,No,1280000,No,Yes,Fixed,6.5,7.05
72,Female,Divorced,1,Retired,500000,5,745,3,0,1400000,61,22,14,Standard EMI,Yes,720000,Yes,Yes,Fixed,6.5,6.5
45,Male,Married,3,Part-time,560000,27,703,1,1,2690000,80,32,24,Step-up EMI,Yes,2150000,No,Yes,Fixed,6.5,5.66
29,Female,Single,2,Part-time,640000,6,669,0,2,810000,82,42,30,Step-up EMI,Yes,790000,Yes,Yes,Floating,6.5,9.51
66,Male,Single,4,Part-time,790000,40,703,3,1,1460000,52,20,8,Step-up EMI,Yes,420000,No,No,Fixed,6.5,7.51
24,Male,Single,0,Salaried,310000,5,628,2,2,360000,84,43,24,Standard EMI,Yes,1240000,No,No,Floating,6.5,9.06
58,Other,Single,1,Contractual,1550000,16,699,0,0,3180000,75,25,17,Standard EMI,Yes,1060000,No,No,Floating,6.5,9.03
24,Other,Single,1,Contractual,110000,3,639,0,3,270000,85,35,22,Step-up EMI,Yes,2370000,No,Yes,Floating,6.5,8.93
30,Other,Single,2,Salaried,510000,9,646,3,0,950000,87,34,27,Standard EMI,Yes,730000,No,No,Floating,6.5,8.35
28,Male,Single,0,Salaried,950000,10,585,2,2,160000,88,39,30,Standard EMI,No,770000,No,Yes,Floating,6.5,9.62
46,Female,Divorced,4,Part-time,1200000,25,744,1,3,1900000,76,30,23,Step-up EMI,No,120000,Yes,Yes,Floating,6.5,5.48
47,Other,Single,4,Contractual,1750000,29,747,2,3,4050000,75,37,25,Step-up EMI,Yes,1410000,No,Yes,Floating,6.5,7.17
58,Male,Widowed,2,Salaried,2730000,32,747,4,2,5200000,75,37,15,Standard EMI,No,620000,Yes,No,Fixed,6.5,8.18
20,Female,Single,1,Contractual,330000,2,639,1,0,620000,85,41,24,Standard EMI,No,530000,Yes,Yes,Floating,6.5,8.11
21,Female,Single,2,Part-time,400000,2,666,5,0,1960000,88,37,29,Step-up EMI,Yes,1680000,Yes,No,Floating,6.5,10.23
68,Male,Widowed,4,Salaried,980000,33,783,2,3,2160000,52,30,15,Step-up EMI,No,1200000,No,No,Fixed,6.5,7.85
55,Male,Widowed,2,Salaried,1290000,25,751,3,3,5780000,79,39,10,Standard EMI,Yes,2140000,Yes,No,Fixed,6.5,6.63
23,Male,Single,3,Contractual,420000,1,633,1,1,630000,84,38,29,Standard EMI,No,1290000,Yes,Yes,Floating,6.5,9.9
28,Other,Single,2,Contractual,380000,2,543,1,3,300000,81,32,29,Standard EMI,No,520000,Yes,No,Floating,6.5,8.54
30,Male,Single,2,Salaried,1160000,11,732,5,2,1780000,85,34,30,Standard EMI,No,1190000,No,Yes,Floating,6.5,6.82
61,Other,Married,1,Part-time,490000,22,685,2,0,1760000,52,34,10,Step-up EMI,No,1260000,Yes,No,Fixed,6.5,9.62
60,Male,Single,4,Retired,380000,22,742,1,1,1430000,70,30,8,Step-up EMI,Yes,1190000,Yes,Yes,Fixed,6.5,6.83
28,Other,Single,2,Part-time,490000,1,637,2,3,1430000,80,30,29,Step-up EMI,No,1100000,No,No,Floating,6.5,10.45
52,Male,Married,4,Salaried,590000,5,796,3,1,4620000,81,29,25,Standard EMI,Yes,1050000,Yes,Yes,Fixed,6.5,6.22
27,Female,Single,2,Part-time,780000,8,724,3,3,660000,85,32,23,Step-up EMI,No,1110000,No,No,Floating,6.5,8.03
65,Other,Divorced,3,Part-time,680000,44,696,4,1,1290000,67,24,6,Step-up EMI,No,20000,No,No,Fixed,6.5,8.97
43,Female,Single,0,Salaried,1870000,5,818,2,1,6270000,79,31,17,Standard EMI,Yes,1540000,No,Yes,Fixed,6.5,7.34
70,Other,Widowed,1,Retired,450000,32,706,1,0,750000,63,22,15,Standard EMI,No,270000,No,Yes,Fixed,6.5,6.69
50,Male,Single,2,Part-time,950000,10,735,5,1,3750000,84,36,20,Step-up EMI,No,550000,Yes,Yes,Fixed,6.5,6.78
46,Male,Single,1,Part-time,1040000,6,692,3,0,2390000,75,40,10,Standard EMI,Yes,550000,No,No,Fixed,6.5,8.86
30,Male,Single,1,Salaried,790000,11,508,4,1,510000,84,31,21,Step-up EMI,Yes,2200000,No,No,Fixed,6.5,8.01
56,Male,Single,0,Contractual,1670000,37,760,5,2,2080000,82,28,13,Standard EMI,No,690000,No,No,Floating,6.5,7.65
53,Female,Single,1,Contractual,1720000,15,682,4,0,2730000,77,28,25,Step-up EMI,Yes,1830000,No,Yes,Fixed,6.5,10.41
30,Female,Single,1,Part-time,570000,4,706,2,3,1430000,81,42,20,Step-up EMI,No,1420000,Yes,Yes,Fixed,6.5,7.41
51,Male,Widowed,3,Part-time,1090000,26,749,3,3,3640000,79,29,16,Step-up EMI,No,1230000,Yes,No,Fixed,6.5,6.89
63,Other,Widowed,0,Retired,290000,13,697,4,1,530000,64,29,9,Step-up EMI,Yes,1640000,No,Yes,Fixed,6.5,10.14
75,Other,Widowed,3,Contractual,1050000,54,751,0,3,2120000,73,28,15,Standard EMI,Yes,760000,No,Yes,Fixed,6.5,6.89
25,Female,Single,0,Salaried,160000,1,502,0,2,950000,86,43,27,Step-up EMI,No,2000000,Yes,No,Floating,6.5,8.59
54,Female,Widowed,0,Salaried,1630000,8,793,3,2,9230000,78,33,18,Standard EMI,Yes,310000,Yes,No,Fixed,6.5,7.74
65,Male,Married,0,Salaried,1330000,16,762,1,1,2510000,61,35,11,Step-up EMI,Yes,2410000,No,Yes,Fixed,6.5,6.23
47,Female,Married,2,Part-time,660000,22,738,4,0,3560000,84,28,23,Step-up EMI,No,1890000,No,No,Floating,6.5,8.16
19,Female,Single,0,Contractual,130000,1,575,0,3,1000000,81,40,26,Step-up EMI,No,1300000,Yes,Yes,Floating,6.5,8.86
19,Female,Single,3,Part-time,500000,1,526,2,1,1770000,84,42,25,Standard EMI,Yes,1710000,Yes,No,Floating,6.5,10.6
71,Male,Widowed,4,Contractual,430000,35,713,0,2,2060000,55,20,10,Standard EMI,Yes,860000,Yes,No,Fixed,6.5,8.04
63,Other,Single,2,Salaried,1060000,4,824,1,2,2240000,70,24,6,Standard EMI,Yes,440000,Yes,Yes,Fixed,6.5,8.23
30,Male,Single,3,Salaried,370000,10,732,3,2,1170000,82,38,20,Step-up EMI,No,680000,Yes,Yes,Floating,6.5,7.32
56,Other,Single,3,Part-time,590000,10,640,5,1,2390000,79,35,25,Step-up EMI,No,670000,Yes,No,Floating,6.5,8.83
69,Female,Divorced,1,Retired,520000,7,613,2,1,970000,64,31,15,Standard EMI,No,1120000,No,Yes,Fixed,6.5,8.47
73,Other,Single,1,Retired,550000,49,686,0,0,820000,52,29,9,Step-up EMI,Yes,1160000,No,Yes,Floating,6.5,7.46
68,Other,Divorced,1,Salaried,780000,2,820,4,1,2650000,60,35,6,Standard EMI,Yes,2430000,Yes,No,Floating,6.5,7.35
67,Other,Single,2,Salaried,920000,39,653,5,1,1880000,62,28,10,Standard EMI,No,830000,No,Yes,Floating,6.5,9.67
65,Male,Divorced,3,Contractual,790000,1,707,4,0,1750000,64,25,13,Standard EMI,Yes,1520000,No,Yes,Floating,6.5,8.29
72,Other,Widowed,1,Part-time,780000,9,742,5,0,1090000,72,24,8,Step-up EMI,Yes,870000,Yes,Yes,Floating,6.5,6.85
31,Other,Divorced,4,Part-time,700000,11,677,3,3,1990000,79,25,22,Standard EMI,Yes,1860000,No,No,Floating,6.5,8.63
20,Other,Single,3,Contractual,250000,2,645,5,1,920000,89,40,28,Step-up EMI,Yes,1150000,Yes,No,Floating,6.5,9.33
24,Male,Single,3,Salaried,540000,6,724,1,0,1740000,82,39,30,Step-up EMI,Yes,1830000,Yes,No,Floating,6.5,5.96
59,Male,Married,4,Part-time,850000,27,723,5,0,3670000,75,36,16,Step-up EMI,No,2360000,Yes,No,Floating,6.5,6.55
30,Female,Single,4,Part-time,750000,12,547,0,2,510000,80,43,23,Step-up EMI,Yes,870000,No,No,Fixed,6.5,7.78
63,Other,Single,4,Contractual,820000,34,741,5,3,2280000,50,32,8,Standard EMI,No,1750000,Yes,Yes,Fixed,6.5,7.56
18,Male,Single,3,Contractual,180000,1,596,4,2,800000,82,32,29,Step-up EMI,Yes,850000,No,Yes,Fixed,6.5,9.63
27,Male,Single,4,Part-time,630000,5,750,4,2,1330000,83,34,20,Standard EMI,Yes,130000,Yes,Yes,Floating,6.5,7.0
34,Other,Widowed,3,Contractual,1950000,16,707,2,3,3920000,78,40,20,Standard EMI,Yes,390000,Yes,Yes,Fixed,6.5,6.93
18,Female,Single,3,Salaried,680000,1,607,2,3,850000,83,45,25,Step-up EMI,Yes,480000,Yes,Yes,Fixed,6.5,8.36
58,Female,Divorced,2,Salaried,1050000,38,728,3,2,5120000,84,30,13,Step-up EMI,No,630000,No,Yes,Fixed,6.5,8.41
73,Male,Single,0,Retired,550000,55,624,5,1,600000,58,26,12,Step-up EMI,No,620000,Yes,Yes,Fixed,6.5,8.1
30,Female,Single,2,Salaried,340000,9,537,2,3,580000,86,30,30,Standard EMI,No,1490000,No,No,Fixed,6.5,10.11
57,Other,Widowed,4,Part-time,910000,8,628,2,3,1090000,78,39,17,Standard EMI,Yes,1550000,Yes,Yes,Fixed,6.5,9.95
60,Male,Divorced,3,Contractual,840000,33,766,1,3,2070000,75,21,15,Step-up EMI,Yes,120000,Yes,Yes,Floating,6.5,6.34
63,Male,Married,1,Contractual,1140000,13,767,4,0,1580000,62,24,7,Step-up EMI,Yes,1880000,Yes,Yes,Floating,6.5,7.65
59,Male,Divorced,3,Salaried,2590000,13,742,3,0,7670000,83,29,21,Step-up EMI,Yes,320000,No,Yes,Floating,6.5,7.35
71,Female,Single,4,Contractual,860000,6,652,3,1,2230000,52,25,12,Standard EMI,Yes,90000,Yes,Yes,Floating,6.5,10.35
58,Female,Single,0,Contractual,1730000,13,683,1,0,4620000,80,32,16,Standard EMI,Yes,160000,Yes,Yes,Fixed,6.5,7.87
28,Female,Single,1,Contractual,260000,1,622,2,2,610000,84,37,28,Standard EMI,No,2030000,No,Yes,Floating,6.5,8.81
20,Other,Single,1,Part-time,330000,2,724,4,1,270000,83,32,26,Step-up EMI,Yes,470000,No,Yes,Floating,6.5,7.1
43,Female,Divorced,0,Part-time,1080000,16,605,1,0,3250000,82,35,22,Step-up EMI,No,850000,No,Yes,Floating,6.5,10.49
75,Female,Single,1,Salaried,940000,39,654,3,3,1050000,68,25,14,Step-up EMI,Yes,1850000,No,No,Floating,6.5,8.82
62,Other,Divorced,2,Part-time,680000,14,740,4,2,1180000,58,35,14,Standard EMI,No,810000,No,Yes,Fixed,6.5,8.55
39,Other,Widowed,0,Salaried,2670000,10,719,2,3,5190000,80,25,11,Standard EMI,No,1630000,No,No,Fixed,6.5,8.03
48,Female,Single,4,Salaried,410000,18,836,0,3,4780000,76,26,25,Step-up EMI,Yes,1760000,Yes,No,Fixed,6.5,8.18
21,Female,Single,2,Contractual,100000,1,683,0,1,300000,86,40,20,Step-up EMI,No,1220000,Yes,Yes,Fixed,6.5,7.45
19,Male,Single,2,Contractual,130000,1,690,2,0,1920000,89,41,23,Standard EMI,Yes,20000,No,No,Floating,6.5,9.25
22,Male,Single,3,Contractual,250000,3,662,1,3,1440000,85,31,20,Step-up EMI,No,2430000,No,Yes,Floating,6.5,9.55
35,Other,Divorced,4,Contractual,1730000,9,707,5,1,2140000,82,38,25,Standard EMI,Yes,2040000,Yes,No,Floating,6.5,6.61
67,Female,Widowed,2,Salaried,620000,5,849,5,2,1810000,68,34,10,Step-up EMI,Yes,2260000,No,Yes,Floating,6.5,6.26
18,Male,Single,4,Part-time,570000,1,666,3,0,990000,80,37,24,Standard EMI,No,2070000,No,Yes,Fixed,6.5,9.87
68,Male,Widowed,2,Retired,490000,7,721,3,3,1410000,58,26,13,Step-up EMI,No,1130000,Yes,No,Fixed,6.5,7.14
18,Male,Single,0,Salaried,550000,1,551,5,1,1870000,90,37,23,Step-up EMI,Yes,2300000,Yes,No,Floating,6.5,9.47
72,Female,Divorced,2,Salaried,500000,35,803,0,1,1650000,53,21,10,Standard EMI,No,1570000,No,Yes,Fixed,6.5,5.99
23,Male,Single,0,Contractual,130000,4,666,0,0,1870000,90,42,21,Step-up EMI,Yes,740000,Yes,No,Fixed,6.5,9.42
18,Female,Single,3,Salaried,370000,1,705,1,1,1600000,83,30,21,Step-up EMI,No,2120000,Yes,No,Fixed,6.5,7.01
39,Other,Widowed,1,Part-time,990000,18,605,3,1,3160000,76,38,23,Step-up EMI,No,60000,No,No,Floating,6.5,10.0
26,Male,Single,3,Part-time,750000,5,716,3,3,340000,82,38,21,Standard EMI,No,1910000,No,Yes,Fixed,6.5,7.46
53,Female,Divorced,4,Contractual,930000,29,674,0,1,3630000,77,37,20,Standard EMI,Yes,1450000,No,No,Floating,6.5,8.29
28,Other,Single,4,Contractual,110000,8,684,3,2,750000,86,40,30,Standard EMI,Yes,1350000,No,No,Floating,6.5,10.49
31,Female,Widowed,4,Salaried,2210000,11,675,0,0,6580000,80,31,15,Standard EMI,Yes,2330000,No,No,Floating,6.5,8.77
25,Other,Single,3,Contractual,520000,1,608,5,2,710000,90,45,26,Step-up EMI,Yes,1890000,Yes,No,Fixed,6.5,8.6
45,Female,Married,4,Part-time,1080000,8,672,4,0,1150000,76,27,24,Standard EMI,No,1020000,No,No,Floating,6.5,8.38
58,Other,Widowed,3,Salaried,2400000,14,815,0,0,4230000,80,30,21,Step-up EMI,Yes,1270000,Yes,Yes,Floating,6.5,7.4
70,Other,Widowed,2,Salaried,1020000,22,670,0,3,2150000,71,21,10,Standard EMI,Yes,2150000,Yes,Yes,Floating,6.5,8.45
30,Male,Single,3,Part-time,650000,6,671,4,1,1300000,86,45,22,Step-up EMI,No,1790000,No,Yes,Fixed,6.5,7.85
22,Male,Single,4,Salaried,960000,4,711,5,2,990000,88,34,24,Standard EMI,Yes,640000,No,No,Fixed,6.5,6.7
23,Other,Single,3,Salaried,430000,4,520,0,0,200000,87,43,30,Standard EMI,Yes,2270000,No,No,Fixed,6.5,9.67
49,Male,Divorced,1,Salaried,1720000,8,699,4,0,4750000,85,38,20,Standard EMI,No,2310000,No,No,Floating,6.5,8.51
29,Female,Single,1,Part-time,260000,6,737,1,0,1110000,82,44,20,Standard EMI,Yes,910000,No,Yes,Floating,6.5,6.83
63,Other,Widowed,2,Part-time,720000,29,683,5,3,1330000,74,27,12,Step-up EMI,No,770000,No,No,Floating,6.5,10.47
48,Other,Divorced,0,Contractual,820000,4,668,5,1,4550000,83,27,15,Step-up EMI,Yes,50000,No,Yes,Floating,6.5,9.75
26,Female,Single,0,Part-time,270000,4,571,3,1,1280000,82,39,24,Step-up EMI,No,800000,No,Yes,Fixed,6.5,9.74
20,Other,Single,2,Part-time,290000,2,669,3,3,940000,85,35,24,Step-up EMI,No,2350000,Yes,No,Fixed,6.5,10.0
54,Other,Single,1,Salaried,2830000,36,795,0,1,5840000,81,31,13,Step-up EMI,No,2180000,No,Yes,Fixed,6.5,8.47
20,Male,Single,4,Salaried,150000,2,521,1,2,350000,85,33,27,Standard EMI,Yes,690000,Yes,No,Fixed,6.5,8.22
63,Male,Married,1,Retired,440000,35,699,5,1,820000,66,24,13,Step-up EMI,No,1900000,No,No,Fixed,6.5,10.51
64,Female,Single,2,Contractual,950000,35,673,4,3,1270000,66,30,11,Step-up EMI,No,2030000,No,Yes,Floating,6.5,8.55
29,Female,Single,2,Part-time,310000,6,597,5,3,2000000,88,32,24,Standard EMI,Yes,2050000,Yes,Yes,Floating,6.5,8.58
46,Other,Widowed,4,Contractual,1080000,11,690,5,0,3810000,81,38,21,Step-up EMI,Yes,1590000,No,Yes,Floating,6.5,8.24
75,Other,Single,3,Salaried,1300000,19,723,5,2,2300000,74,33,8,Step-up EMI,Yes,1480000,Yes,Yes,Fixed,6.5,6.59
75,Other,Married,2,Retired,230000,56,700,3,2,900000,63,25,12,Standard EMI,No,2040000,Yes,Yes,Floating,6.5,8.69
66,Other,Divorced,1,Part-time,250000,41,665,5,2,520000,67,27,13,Standard EMI,No,120000,No,No,Floating,6.5,7.94
23,Other,Single,1,Contractual,200000,4,702,0,0,450000,82,33,21,Standard EMI,No,1830000,Yes,No,Fixed,6.5,5.86
28,Male,Single,4,Part-time,450000,3,626,0,3,1630000,82,45,22,Standard EMI,No,1140000,Yes,Yes,Fixed,6.5,8.53
24,Male,Single,2,Part-time,230000,2,577,3,1,540000,83,42,29,Standard EMI,Yes,980000,Yes,No,Fixed,6.5,7.81
63,Male,Divorced,4,Retired,590000,27,676,0,1,530000,66,20,10,Standard EMI,Yes,1640000,No,Yes,Floating,6.5,9.77
38,Other,Single,3,Salaried,860000,20,657,5,0,5000000,85,38,25,Step-up EMI,Yes,1690000,No,Yes,Floating,6.5,7.81
26,Female,Single,3,Salaried,950000,6,517,2,1,1740000,84,38,21,Step-up EMI,Yes,960000,Yes,No,Fixed,6.5,8.74
25,Male,Single,2,Contractual,530000,1,645,1,2,200000,83,30,21,Step-up EMI,No,940000,Yes,No,Fixed,6.5,9.05
60,Male,Married,3,Retired,570000,32,694,2,1,510000,65,27,9,Standard EMI,Yes,1890000,Yes,Yes,Fixed,6.5,9.15
54,Female,Married,4,Salaried,910000,10,675,5,1,6120000,80,40,25,Step-up EMI,No,2360000,No,No,Fixed,6.5,9.42
23,Male,Single,0,Contractual,550000,5,740,5,3,780000,84,41,23,Step-up EMI,No,240000,No,No,Floating,6.5,7.57
25,Male,Single,3,Salaried,1160000,3,704,5,2,320000,90,32,25,Standard EMI,No,1650000,No,Yes,Floating,6.5,6.01
47,Other,Single,4,Salaried,1410000,16,699,0,3,3500000,83,40,22,Step-up EMI,No,1200000,Yes,No,Fixed,6.5,9.68
70,Other,Married,2,Contractual,330000,12,721,3,3,1750000,62,26,13,Standard EMI,No,1090000,Yes,No,Fixed,6.5,5.56
19,Male,Single,2,Part-time,430000,1,672,5,2,1180000,83,34,26,Step-up EMI,Yes,480000,No,No,Fixed,6.5,9.73
58,Other,Single,2,Contractual,1160000,7,726,5,2,2770000,79,38,18,Step-up EMI,No,560000,Yes,No,Floating,6.5,6.22
19,Other,Single,2,Salaried,1410000,1,530,4,2,1900000,84,34,25,Standard EMI,No,400000,No,No,Floating,6.5,7.14
69,Male,Married,1,Part-time,510000,46,698,2,2,890000,61,27,9,Standard EMI,Yes,1690000,Yes,Yes,Floating,6.5,9.3
63,Other,Divorced,2,Part-time,340000,14,648,4,0,1200000,60,27,12,Standard EMI,No,150000,Yes,No,Fixed,6.5,10.45
60,Female,Divorced,2,Contractual,970000,27,749,3,2,2390000,50,26,9,Step-up EMI,Yes,1930000,Yes,Yes,Floating,6.5,6.84
59,Female,Married,4,Salaried,980000,29,826,2,2,2400000,75,33,12,Step-up EMI,No,1100000,No,No,Floating,6.5,6.97
26,Female,Single,0,Contractual,490000,6,531,2,0,770000,89,30,23,Step-up EMI,Yes,490000,No,No,Floating,6.5,10.12
35,Female,Married,4,Salaried,1970000,13,711,3,0,7400000,83,27,24,Standard EMI,No,120000,No,Yes,Floating,6.5,8.15
29,Female,Single,2,Part-time,400000,6,650,5,1,560000,80,35,25,Standard EMI,No,30000,Yes,Yes,Floating,6.5,8.52
62,Female,Married,3,Part-time,550000,21,745,4,2,1970000,66,27,7,Step-up EMI,No,2220000,Yes,Yes,Floating,6.5,7.45
74,Female,Married,4,Salaried,1210000,9,732,2,3,1210000,62,23,8,Standard EMI,Yes,1960000,Yes,No,Fixed,6.5,6.99
64,Other,Divorced,0,Retired,550000,30,726,5,1,660000,57,25,7,Step-up EMI,No,1540000,Yes,No,Floating,6.5,5.71
27,Male,Single,2,Salaried,940000,7,530,5,0,1590000,87,43,21,Step-up EMI,Yes,890000,Yes,Yes,Floating,6.5,9.9
45,Male,Married,0,Contractual,1930000,5,697,5,1,4650000,85,31,20,Standard EMI,Yes,2070000,No,No,Floating,6.5,9.11
56,Other,Widowed,3,Contractual,1680000,19,744,1,1,2560000,82,37,10,Standard EMI,Yes,1050000,No,Yes,Floating,6.5,7.61
58,Female,Widowed,1,Salaried,2850000,35,697,4,2,4750000,85,35,21,Standard EMI,No,140000,Yes,Yes,Floating,6.5,8.31
24,Other,Single,1,Contractual,460000,3,715,0,1,280000,83,39,25,Step-up EMI,No,250000,No,No,Fixed,6.5,5.82
54,Male,Single,0,Part-time,880000,27,600,4,1,3140000,79,39,22,Standard EMI,Yes,1080000,No,No,Floating,6.5,8.0
25,Other,Single,2,Salaried,1160000,5,681,3,0,1130000,80,43,20,Step-up EMI,No,2470000,No,Yes,Floating,6.5,9.41
69,Female,Divorced,2,Contractual,410000,48,751,3,1,1750000,64,22,7,Step-up EMI,Yes,1000000,No,Yes,Fixed,6.5,6.93
30,Male,Single,1,Part-time,740000,6,632,2,0,270000,88,43,24,Standard EMI,Yes,950000,No,Yes,Fixed,6.5,8.34
27,Male,Single,0,Part-time,580000,9,633,3,2,400000,85,35,30,Standard EMI,Yes,2130000,No,Yes,Floating,6.5,10.02
19,Male,Single,4,Contractual,390000,1,528,4,0,360000,86,32,30,Standard EMI,Yes,450000,No,Yes,Fixed,6.5,8.68
38,Other,Widowed,1,Part-time,470000,13,738,4,0,1810000,76,37,19,Step-up EMI,No,1530000,Yes,Yes,Floating,6.5,7.8
21,Female,Single,2,Contractual,100000,2,643,4,2,160000,88,43,29,Standard EMI,No,1420000,No,No,Fixed,6.5,10.34
32,Female,Single,4,Part-time,1140000,2,658,0,1,1650000,77,29,22,Step-up EMI,No,490000,No,No,Floating,6.5,7.99
70,Female,Divorced,1,Salaried,1310000,31,658,4,0,1550000,55,22,11,Standard EMI,No,800000,No,Yes,Floating,6.5,8.99
55,Female,Divorced,0,Part-time,680000,27,688,4,3,3290000,78,32,10,Standard EMI,Yes,2480000,No,Yes,Floating,6.5,8.79
51,Male,Widowed,1,Contractual,1950000,1,764,0,3,2770000,82,34,15,Step-up EMI,No,1710000,Yes,No,Floating,6.5,6.55
68,Male,Married,0,Salaried,1320000,5,755,1,1,1250000,65,20,13,Step-up EMI,Yes,1590000,Yes,Yes,Fixed,6.5,5.16
43,Other,Single,2,Part-time,1120000,12,719,5,1,3940000,79,28,24,Step-up EMI,Yes,560000,No,No,Floating,6.5,6.71
24,Other,Single,1,Salaried,720000,4,605,3,0,1320000,80,35,24,Standard EMI,No,2120000,No,No,Floating,6.5,8.64
42,Other,Divorced,2,Part-time,1040000,3,690,0,3,3260000,75,30,24,Step-up EMI,No,820000,No,Yes,Floating,6.5,9.13
62,Female,Married,4,Salaried,850000,2,728,2,1,2350000,63,21,13,Step-up EMI,No,1730000,No,No,Floating,6.5,8.2
67,Other,Divorced,3,Retired,420000,49,638,0,2,520000,67,32,13,Standard EMI,Yes,1980000,No,No,Fixed,6.5,9.04
33,Male,Single,1,Salaried,2000000,10,823,5,2,6730000,81,25,20,Step-up EMI,No,290000,Yes,Yes,Fixed,6.5,6.71
20,Female,Single,3,Part-time,280000,1,515,3,0,1300000,80,32,26,Standard EMI,No,1080000,Yes,No,Floating,6.5,8.63
72,Male,Married,0,Contractual,300000,8,696,0,1,2330000,75,29,5,Standard EMI,Yes,840000,No,Yes,Floating,6.5,7.81
33,Female,Divorced,0,Part-time,940000,7,691,5,3,2150000,79,37,16,Step-up EMI,Yes,430000,No,No,Fixed,6.5,9.6
44,Female,Widowed,1,Contractual,720000,20,754,2,0,2430000,82,33,12,Standard EMI,No,2440000,No,Yes,Fixed,6.5,8.59
27,Other,Single,1,Part-time,110000,6,701,5,0,940000,89,44,30,Step-up EMI,No,340000,No,Yes,Fixed,6.5,6.52
49,Female,Widowed,0,Part-time,720000,18,728,5,3,2220000,82,28,13,Standard EMI,No,1660000,No,Yes,Floating,6.5,7.85
71,Female,Married,3,Contractual,790000,51,750,2,3,1000000,71,30,11,Standard EMI,Yes,1390000,Yes,No,Floating,6.5,6.28
35,Female,Widowed,4,Salaried,1430000,2,659,5,2,9050000,77,25,25,Standard EMI,No,190000,Yes,No,Floating,6.5,7.9
21,Male,Single,3,Contractual,260000,3,598,4,1,180000,84,31,25,Step-up EMI,No,190000,No,Yes,Fixed,6.5,9.16
53,Male,Married,1,Contractual,1790000,23,678,4,1,4940000,78,31,17,Step-up EMI,Yes,2370000,No,Yes,Fixed,6.5,8.98
50,Male,Single,0,Part-time,560000,26,616,1,0,2340000,84,25,11,Standard EMI,Yes,1280000,Yes,Yes,Floating,6.5,8.61
63,Other,Married,2,Retired,220000,6,717,2,1,1220000,72,35,10,Standard EMI,No,1950000,Yes,Yes,Fixed,6.5,6.09
74,Male,Widowed,1,Contractual,870000,14,789,2,2,1100000,75,22,15,Step-up EMI,No,1280000,No,No,Fixed,6.5,6.44
62,Female,Married,0,Contractual,880000,16,656,3,1,1100000,58,35,8,Standard EMI,Yes,1510000,Yes,No,Fixed,6.5,9.85
71,Female,Single,1,Retired,410000,16,605,5,3,690000,54,26,15,Standard EMI,No,1520000,Yes,Yes,Floating,6.5,9.24
