product_type,credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate
Home Loan,661,2,215024,good,falling,0,0,0,0,0,0,0.08
Home Loan,746,10,601614,good,stable,0,25,0,0,0,25,0.0825
Home Loan,530,6,953704,good,stable,-50,25,0,0,0,0,0.08
Fixed Deposit,551,16,81139,good,falling,0,50,0,0,-25,25,0.052500000000000005
Fixed Deposit,575,8,767463,good,falling,0,25,50,0,-25,50,0.055
Home Loan,777,8,555950,excellent,falling,50,25,0,50,0,100,0.09
Home Loan,539,9,241929,good,falling,-50,25,0,0,0,0,0.08
Fixed Deposit,600,12,385782,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,610,14,384796,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,748,4,587225,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,690,2,308006,poor,falling,0,0,0,-50,0,0,0.08
Home Loan,681,7,866593,excellent,falling,0,25,0,50,0,75,0.0875
Home Loan,708,19,971887,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,521,9,922288,excellent,falling,-50,25,0,50,0,25,0.0825
Home Loan,665,12,559603,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,598,2,382187,good,stable,-50,0,0,0,0,0,0.08
Home Loan,707,7,720095,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,507,8,109919,poor,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,689,11,394199,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,674,10,510777,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,772,1,921887,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,516,17,480838,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,589,8,350279,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,640,1,741018,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,644,1,921109,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,665,2,341840,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,577,15,184845,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,761,18,74956,excellent,stable,0,50,0,0,0,50,0.055
Home Loan,662,3,852251,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,513,17,313672,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,738,19,439925,poor,rising,0,50,0,-50,0,0,0.08
Fixed Deposit,571,17,136491,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,642,9,94588,poor,rising,0,25,0,-50,0,0,0.08
Fixed Deposit,782,10,251657,good,stable,0,25,25,0,0,50,0.055
Fixed Deposit,768,16,149152,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,740,19,702160,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,744,15,463727,poor,stable,0,50,0,-50,0,0,0.08
Home Loan,662,19,846551,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,559,12,388037,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,505,1,66167,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,696,1,761863,good,rising,0,0,0,0,0,0,0.08
Home Loan,557,13,160782,good,stable,-50,50,0,0,0,0,0.08
Fixed Deposit,716,3,531005,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,525,16,180775,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,504,12,84889,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,519,3,357822,good,rising,0,0,25,0,25,50,0.055
Home Loan,697,2,276406,good,stable,0,0,0,0,0,0,0.08
Home Loan,558,11,634550,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,741,7,185753,poor,stable,0,25,0,-50,0,0,0.08
Home Loan,645,1,654579,poor,rising,0,0,0,-50,0,0,0.08
Fixed Deposit,772,5,640296,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,748,9,821835,poor,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,513,11,279489,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,512,9,456906,poor,falling,-50,25,0,-50,0,0,0.08
Home Loan,543,9,862344,good,stable,-50,25,0,0,0,0,0.08
Home Loan,518,2,318617,excellent,stable,-50,0,0,50,0,0,0.08
Fixed Deposit,562,19,746658,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,738,9,461885,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,599,8,935932,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,662,19,988447,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,621,18,875217,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,543,13,675244,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,644,1,244499,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,549,4,573764,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,564,19,243073,good,rising,-50,50,0,0,0,0,0.08
Home Loan,787,7,767084,good,falling,50,25,0,0,0,75,0.0875
Fixed Deposit,663,6,431150,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,640,5,322976,poor,rising,0,0,25,0,25,50,0.055
Home Loan,627,10,972889,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,738,11,539114,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,795,17,195780,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,686,18,501816,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,707,9,990942,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,719,13,394891,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,689,2,916539,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,783,17,765422,good,rising,50,50,0,0,0,100,0.09
Home Loan,736,14,377572,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,693,5,923275,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,786,9,61002,good,stable,0,25,0,0,0,25,0.052500000000000005
Fixed Deposit,758,11,989944,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,745,6,903933,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,635,16,82556,good,falling,0,50,0,0,-25,25,0.052500000000000005
Fixed Deposit,779,0,642251,good,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,770,17,544361,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,670,14,271746,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,658,18,56563,poor,stable,0,50,0,0,0,50,0.055
Home Loan,700,0,260995,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,544,4,842272,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,763,14,589442,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,570,2,598482,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,602,0,770380,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,624,7,752221,poor,stable,0,25,50,0,0,75,0.0575
Home Loan,785,11,203520,good,falling,50,50,0,0,0,100,0.09
Fixed Deposit,729,18,539676,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,645,11,859960,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,696,12,472618,poor,stable,0,50,25,0,0,75,0.0575
Home Loan,720,0,316496,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,559,18,312328,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,597,5,977888,excellent,stable,-50,0,0,50,0,0,0.08
Home Loan,670,7,326463,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,672,3,170497,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,650,4,201521,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,621,6,368477,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,607,3,877637,good,rising,0,0,50,0,25,75,0.0575
Home Loan,503,19,584714,good,stable,-50,50,0,0,0,0,0.08
Home Loan,592,3,843936,excellent,falling,-50,0,0,50,0,0,0.08
Home Loan,505,14,499794,good,falling,-50,50,0,0,0,0,0.08
Fixed Deposit,787,4,763569,good,rising,0,0,50,0,25,75,0.0575
Home Loan,605,8,166775,good,falling,0,25,0,0,0,25,0.0825
Home Loan,645,1,83368,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,770,6,816913,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,595,16,153841,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,728,15,540846,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,701,16,428888,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,711,19,261293,good,rising,0,50,0,0,0,50,0.085
Home Loan,505,1,830371,excellent,stable,-50,0,0,50,0,0,0.08
Home Loan,611,10,58724,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,605,1,448300,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,638,0,740170,good,stable,0,0,50,0,0,50,0.055
Home Loan,798,1,918729,excellent,stable,50,0,0,50,0,100,0.09
Home Loan,595,8,961531,poor,stable,-50,25,0,-50,0,0,0.08
Fixed Deposit,796,1,128872,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,713,14,988376,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,790,9,644621,poor,falling,50,25,0,-50,0,25,0.0825
Home Loan,521,14,774203,good,stable,-50,50,0,0,0,0,0.08
Home Loan,692,9,555241,poor,falling,0,25,0,-50,0,0,0.08
Home Loan,649,16,279176,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,746,8,576884,poor,stable,0,25,0,-50,0,0,0.08
Fixed Deposit,766,17,853599,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,750,3,137844,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,502,8,822427,good,rising,-50,25,0,0,0,0,0.08
Home Loan,575,15,139751,good,falling,-50,50,0,0,0,0,0.08
Fixed Deposit,586,3,179817,good,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,769,15,520547,excellent,stable,50,50,0,50,0,100,0.09
Home Loan,724,18,654808,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,517,0,108326,good,falling,-50,0,0,0,0,0,0.08
Fixed Deposit,612,5,651958,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,750,9,573292,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,732,15,716142,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,778,3,223074,excellent,stable,50,0,0,50,0,100,0.09
Fixed Deposit,701,12,792547,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,582,15,74022,good,falling,0,50,0,0,-25,25,0.052500000000000005
Home Loan,624,19,134458,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,674,5,982122,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,568,10,198317,good,rising,-50,25,0,0,0,0,0.08
Fixed Deposit,546,2,658084,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,755,19,453243,poor,rising,50,50,0,-50,0,50,0.085
Home Loan,714,9,457202,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,529,0,684992,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,780,19,446742,good,falling,50,50,0,0,0,100,0.09
Home Loan,736,10,797157,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,747,11,356505,good,falling,0,50,25,0,-25,50,0.055
Home Loan,524,13,573518,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,573,7,874718,excellent,stable,-50,25,0,50,0,25,0.0825
Fixed Deposit,705,10,79533,excellent,stable,0,25,0,0,0,25,0.052500000000000005
Fixed Deposit,593,3,282033,good,falling,0,0,25,0,-25,0,0.05
Home Loan,626,6,199388,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,524,9,189771,excellent,stable,-50,25,0,50,0,25,0.0825
Fixed Deposit,615,18,784851,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,547,3,701729,poor,rising,0,0,50,0,25,75,0.0575
Home Loan,725,1,933511,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,765,17,150960,good,stable,0,50,25,0,0,75,0.0575
Home Loan,598,13,632753,excellent,stable,-50,50,0,50,0,50,0.085
Home Loan,510,15,197745,poor,rising,-50,50,0,-50,0,0,0.08
Home Loan,584,10,335539,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,713,9,154162,poor,stable,0,25,0,-50,0,0,0.08
Home Loan,672,16,180704,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,708,13,204779,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,563,3,527965,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,757,18,125937,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,620,1,703935,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,797,6,694938,excellent,stable,50,25,0,50,0,100,0.09
Home Loan,553,8,442888,poor,rising,-50,25,0,-50,0,0,0.08
Home Loan,771,18,792092,good,rising,50,50,0,0,0,100,0.09
Home Loan,740,15,761776,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,742,15,927944,poor,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,517,17,189830,good,falling,-50,50,0,0,0,0,0.08
Home Loan,686,10,641297,poor,stable,0,25,0,-50,0,0,0.08
Fixed Deposit,643,6,456497,excellent,stable,0,25,25,0,0,50,0.055
Fixed Deposit,761,8,309188,poor,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,738,3,295340,excellent,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,797,12,82548,good,rising,0,50,0,0,25,75,0.0575
Home Loan,575,3,592659,good,stable,-50,0,0,0,0,0,0.08
Home Loan,687,18,418121,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,745,1,725004,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,629,8,274731,excellent,falling,0,25,0,50,0,75,0.0875
Home Loan,782,11,204946,poor,stable,50,50,0,-50,0,50,0.085
Home Loan,578,1,531875,poor,stable,-50,0,0,-50,0,0,0.08
Fixed Deposit,571,5,588569,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,762,4,465505,poor,falling,50,0,0,-50,0,0,0.08
Fixed Deposit,690,4,301060,good,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,562,19,448270,poor,falling,-50,50,0,-50,0,0,0.08
Home Loan,511,4,150020,poor,stable,-50,0,0,-50,0,0,0.08
Home Loan,640,3,681796,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,753,8,555626,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,542,9,116846,poor,stable,-50,25,0,-50,0,0,0.08
Fixed Deposit,516,15,406826,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,562,9,492985,good,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,752,9,341456,excellent,rising,0,25,25,0,25,75,0.0575
Home Loan,791,18,539733,poor,stable,50,50,0,-50,0,50,0.085
Home Loan,507,9,426330,poor,rising,-50,25,0,-50,0,0,0.08
Home Loan,589,5,840689,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,707,16,459062,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,791,4,465699,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,783,5,600846,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,617,14,617476,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,674,18,718372,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,575,17,607524,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,600,3,547425,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,650,7,619364,excellent,falling,0,25,50,0,-25,50,0.055
Home Loan,769,15,360546,poor,stable,50,50,0,-50,0,50,0.085
Home Loan,570,18,406611,good,stable,-50,50,0,0,0,0,0.08
Fixed Deposit,679,19,213148,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,623,2,654625,good,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,792,9,165827,good,stable,0,25,25,0,0,50,0.055
Fixed Deposit,784,1,518380,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,694,3,648552,poor,stable,0,0,0,-50,0,0,0.08
Fixed Deposit,727,5,853767,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,774,10,828060,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,605,13,618061,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,520,15,757518,good,stable,-50,50,0,0,0,0,0.08
Home Loan,563,18,340714,good,rising,-50,50,0,0,0,0,0.08
Fixed Deposit,664,1,137995,good,rising,0,0,25,0,25,50,0.055
Home Loan,526,16,90658,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,784,8,502400,poor,stable,0,25,50,0,0,75,0.0575
Home Loan,647,16,432784,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,780,14,909045,excellent,stable,50,50,0,50,0,100,0.09
Home Loan,663,6,370338,good,rising,0,25,0,0,0,25,0.0825
Home Loan,723,18,248579,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,771,2,424016,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,645,0,496288,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,529,3,750948,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,544,17,944990,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,774,7,301953,good,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,533,18,118582,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,640,5,767103,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,720,0,487734,good,falling,0,0,0,0,0,0,0.08
Home Loan,521,7,193775,excellent,falling,-50,25,0,50,0,25,0.0825
Home Loan,679,0,623744,good,falling,0,0,0,0,0,0,0.08
Fixed Deposit,730,18,629779,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,537,10,320187,good,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,569,14,415356,poor,falling,0,50,25,0,-25,50,0.055
Home Loan,615,10,568943,excellent,falling,0,25,0,50,0,75,0.0875
Home Loan,738,18,814291,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,647,9,380484,excellent,stable,0,25,25,0,0,50,0.055
Home Loan,508,11,191248,poor,stable,-50,50,0,-50,0,0,0.08
Home Loan,787,0,447152,poor,rising,50,0,0,-50,0,0,0.08
Home Loan,549,6,605462,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,504,16,394776,good,falling,-50,50,0,0,0,0,0.08
Fixed Deposit,625,9,400912,excellent,stable,0,25,25,0,0,50,0.055
Home Loan,574,5,962207,poor,stable,-50,0,0,-50,0,0,0.08
Home Loan,664,16,682465,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,777,17,600197,poor,rising,50,50,0,-50,0,50,0.085
Home Loan,799,4,94158,excellent,stable,50,0,0,50,0,100,0.09
Fixed Deposit,789,17,713726,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,576,16,266197,poor,falling,0,50,25,0,-25,50,0.055
Home Loan,797,15,759697,poor,falling,50,50,0,-50,0,50,0.085
Home Loan,636,7,960728,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,605,12,895763,good,stable,0,50,0,0,0,50,0.085
Home Loan,594,15,835772,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,634,10,818278,good,stable,0,25,0,0,0,25,0.0825
Home Loan,567,5,777402,excellent,falling,-50,0,0,50,0,0,0.08
Fixed Deposit,646,2,494140,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,658,0,472058,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,662,17,722818,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,688,4,137367,good,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,594,12,377526,excellent,rising,-50,50,0,50,0,50,0.085
Fixed Deposit,680,9,124319,excellent,stable,0,25,25,0,0,50,0.055
Fixed Deposit,787,4,323314,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,686,13,694240,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,637,16,654433,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,629,0,836427,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,693,1,942058,good,stable,0,0,50,0,0,50,0.055
Home Loan,772,6,269643,good,stable,50,25,0,0,0,75,0.0875
Fixed Deposit,643,9,852640,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,515,19,740538,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,744,6,260244,poor,stable,0,25,25,0,0,50,0.055
Home Loan,606,15,714399,poor,rising,0,50,0,-50,0,0,0.08
Fixed Deposit,587,4,64990,excellent,stable,0,0,0,0,0,0,0.05
Home Loan,628,11,711801,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,503,16,566641,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,594,15,179327,excellent,stable,-50,50,0,50,0,50,0.085
Home Loan,708,19,915746,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,724,15,339006,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,546,18,470489,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,680,14,930381,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,605,11,704511,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,698,9,840388,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,605,1,253161,good,stable,0,0,0,0,0,0,0.08
Home Loan,779,6,400933,excellent,falling,50,25,0,50,0,100,0.09
Home Loan,759,12,401595,good,stable,50,50,0,0,0,100,0.09
Home Loan,607,2,167782,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,518,14,838797,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,795,0,384348,excellent,falling,50,0,0,50,0,100,0.09
Home Loan,670,2,448216,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,694,9,893504,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,511,14,102499,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,694,5,307023,poor,rising,0,0,25,0,25,50,0.055
Fixed Deposit,782,19,381355,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,681,14,193979,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,643,6,198408,poor,rising,0,25,0,-50,0,0,0.08
Home Loan,681,4,921652,good,rising,0,0,0,0,0,0,0.08
Home Loan,529,3,930279,good,falling,-50,0,0,0,0,0,0.08
Fixed Deposit,583,17,757691,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,665,2,421603,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,783,16,389899,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,780,17,380927,good,rising,50,50,0,0,0,100,0.09
Fixed Deposit,595,17,775311,poor,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,765,1,757869,good,falling,50,0,0,0,0,50,0.085
Home Loan,797,12,964283,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,795,14,842904,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,724,4,465596,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,541,2,415296,good,rising,0,0,25,0,25,50,0.055
Home Loan,745,4,208352,good,stable,0,0,0,0,0,0,0.08
Home Loan,707,4,202931,good,falling,0,0,0,0,0,0,0.08
Fixed Deposit,736,4,280413,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,521,2,491618,poor,rising,0,0,25,0,25,50,0.055
Fixed Deposit,684,2,189334,poor,falling,0,0,25,0,-25,0,0.05
Home Loan,741,19,978570,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,782,17,196626,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,540,19,581296,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,661,3,924283,good,rising,0,0,50,0,25,75,0.0575
Home Loan,659,0,130799,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,588,15,852670,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,511,7,285018,good,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,572,16,329297,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,575,7,109353,poor,stable,0,25,25,0,0,50,0.055
Fixed Deposit,700,6,626380,good,stable,0,25,50,0,0,75,0.0575
Home Loan,509,7,293907,excellent,stable,-50,25,0,50,0,25,0.0825
Fixed Deposit,725,11,748512,good,stable,0,50,50,0,0,100,0.060000000000000005
