credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate,product_type
837,8,68189826,poor,rising,62,47,88,-71,36,162,9.12,Fixed Deposits
787,10,85059900,excellent,rising,71,92,71,53,41,-43,7.85,Fixed Deposits
414,1,48318646,good,rising,-60,-7,64,8,40,45,7.95,Home Loans
705,12,11423245,excellent,rising,-11,61,92,58,41,241,9.91,Fixed Deposits
882,3,56091704,excellent,rising,80,5,87,61,31,264,10.14,Fixed Deposits
601,8,89320303,good,stable,19,41,86,4,9,159,9.09,Home Loans
584,4,71472378,excellent,rising,6,-4,85,73,49,209,9.59,Fixed Deposits
576,18,55729077,good,rising,19,96,87,25,33,260,10.1,Fixed Deposits
874,2,43195057,poor,stable,62,24,56,-72,-3,67,8.17,Home Loans
662,2,80912070,excellent,stable,-1,15,80,100,9,203,9.53,Fixed Deposits
398,5,91804212,poor,rising,-80,-4,93,-79,40,-30,7.98,Fixed Deposits
467,9,91340070,excellent,stable,-97,41,79,84,22,129,8.79,Fixed Deposits
403,4,6068940,excellent,falling,-59,0,38,69,-41,7,7.57,Home Loans
393,2,45662542,excellent,rising,-86,5,83,86,32,120,8.7,Home Loans
402,6,90064326,poor,rising,-80,47,76,-60,40,23,7.73,Home Loans
874,17,55336530,excellent,stable,91,92,72,100,-10,-65,8.11,Home Loans
451,7,57998090,poor,stable,-93,30,52,-92,-20,-123,8.36,Fixed Deposits
747,0,90552948,poor,rising,5,-14,54,-79,28,-6,8.46,Fixed Deposits
487,3,45684613,excellent,rising,-91,17,91,99,48,164,9.14,Home Loans
736,6,60002635,good,stable,-5,41,79,-10,5,110,8.6,Fixed Deposits
460,13,15968970,good,falling,-84,59,56,-24,-36,-29,7.88,Home Loans
366,12,95461910,excellent,stable,-96,94,90,93,2,183,9.33,Fixed Deposits
531,9,4634091,excellent,falling,-13,29,46,99,-48,113,8.63,Fixed Deposits
885,17,25410332,excellent,stable,70,53,67,72,-9,253,10.03,Home Loans
890,0,92885611,good,falling,100,13,87,3,-36,167,9.17,Home Loans
520,3,48390693,good,stable,18,-11,59,-15,4,55,8.05,Home Loans
758,15,52502614,excellent,falling,61,51,93,84,-31,258,10.08,Fixed Deposits
727,15,67781293,excellent,rising,-1,98,83,71,33,284,10.34,Home Loans
537,17,97430814,poor,falling,2,57,82,-98,-28,15,7.65,Home Loans
579,7,52426949,excellent,rising,-24,40,81,96,37,230,9.8,Home Loans
468,9,94440002,good,rising,-80,44,80,-14,25,55,8.05,Home Loans
505,15,67381228,excellent,stable,15,73,77,50,-14,201,9.51,Fixed Deposits
814,10,71860046,poor,rising,71,84,53,-58,41,191,9.41,Fixed Deposits
453,5,98888138,poor,rising,-99,-9,64,-75,38,-81,7.93,Fixed Deposits
851,0,67539214,excellent,falling,79,-21,51,83,-50,142,8.92,Fixed Deposits
524,11,84303315,excellent,stable,-25,63,72,78,-4,184,9.34,Fixed Deposits
770,5,55362614,excellent,falling,95,-12,72,95,-41,209,9.59,Fixed Deposits
483,12,17930629,excellent,falling,-88,95,84,82,-25,148,8.98,Fixed Deposits
740,16,31735183,excellent,rising,-23,92,76,81,38,264,10.14,Home Loans
850,0,76243652,good,rising,69,5,75,-1,49,197,9.47,Fixed Deposits
382,7,51705702,excellent,rising,-96,44,98,99,39,184,9.34,Home Loans
404,7,31457730,excellent,stable,-99,37,83,99,-15,105,8.55,Fixed Deposits
868,10,10070666,good,stable,75,58,62,21,-7,209,9.59,Fixed Deposits
361,13,19583171,good,rising,-72,83,89,10,35,145,8.95,Fixed Deposits
877,9,83740639,excellent,rising,67,36,100,51,43,297,10.47,Fixed Deposits
722,14,60790551,good,rising,-17,89,59,-11,47,167,9.17,Home Loans
833,6,96603869,good,rising,71,40,88,-13,35,221,9.71,Fixed Deposits
577,6,4510967,good,rising,2,25,50,16,46,139,8.89,Fixed Deposits
656,9,66045456,excellent,falling,-14,40,53,64,-26,117,8.67,Fixed Deposits
806,3,10875321,excellent,rising,86,-20,67,55,43,231,9.81,Fixed Deposits
509,17,80189906,poor,rising,-8,69,84,-80,31,96,8.46,Home Loans
680,9,37063168,poor,rising,8,30,96,-59,31,106,8.56,Home Loans
574,18,99695601,good,stable,16,84,66,0,-20,146,8.96,Fixed Deposits
853,13,88392260,excellent,rising,91,90,76,84,33,95,8.45,Fixed Deposits
805,12,13280945,good,rising,52,100,57,19,46,274,10.24,Fixed Deposits
394,14,25266733,poor,stable,-55,52,96,-83,-8,2,7.52,Fixed Deposits
563,15,47216640,excellent,falling,-21,70,62,55,-45,121,8.71,Fixed Deposits
408,1,62736531,excellent,falling,-78,-19,95,63,-37,24,7.74,Home Loans
544,3,9315883,good,rising,-13,-12,46,-8,45,58,8.08,Home Loans
838,17,35728524,poor,stable,73,79,85,-58,-4,175,9.25,Home Loans
506,16,29259209,excellent,rising,2,71,92,69,33,267,10.17,Home Loans
575,9,13203962,good,rising,-9,38,79,-11,46,143,8.93,Fixed Deposits
761,8,39021896,good,rising,55,47,84,19,45,250,10.0,Fixed Deposits
554,14,71823187,good,rising,1,74,100,22,45,242,9.92,Home Loans
428,11,80325897,good,stable,-56,52,94,1,9,100,8.5,Home Loans
473,8,18784883,good,falling,-72,29,53,-2,-30,-22,7.66,Fixed Deposits
820,13,62171334,excellent,rising,61,54,62,61,45,283,10.33,Home Loans
567,12,18728695,excellent,rising,9,100,96,50,50,177,9.27,Home Loans
865,5,77452649,good,rising,97,16,55,-12,27,183,9.33,Home Loans
453,18,83705513,excellent,stable,-96,58,67,81,-3,107,8.57,Fixed Deposits
742,3,50824907,good,falling,-24,22,57,-23,-43,-11,7.7,Fixed Deposits
783,19,5001581,good,falling,60,90,33,-16,-39,128,8.78,Home Loans
680,16,5162532,excellent,stable,-22,87,44,75,-3,181,9.31,Home Loans
492,18,33186147,good,rising,-79,86,70,5,42,124,8.74,Home Loans
889,2,28162110,good,stable,50,-22,81,-16,-3,90,8.4,Fixed Deposits
627,13,56464654,excellent,rising,19,69,81,50,25,244,9.94,Fixed Deposits
582,16,34158875,excellent,falling,24,70,51,99,-32,212,9.62,Home Loans
878,12,59922323,poor,rising,65,99,91,-52,36,239,9.89,Home Loans
439,8,36278485,excellent,stable,-99,40,51,81,-6,67,8.17,Home Loans
841,0,76509687,good,rising,90,-2,90,-7,46,217,9.67,Home Loans
548,16,96550930,excellent,rising,1,56,81,50,40,228,9.78,Home Loans
711,15,50982099,excellent,stable,-14,95,71,75,-17,210,9.6,Fixed Deposits
790,17,8361688,excellent,stable,54,98,50,54,-1,255,10.05,Home Loans
375,1,75751333,good,stable,-96,-18,90,0,12,-12,8.23,Fixed Deposits
374,13,25039841,excellent,stable,-79,60,94,87,-1,161,9.11,Fixed Deposits
743,16,18145326,excellent,rising,-13,98,59,50,30,224,9.74,Fixed Deposits
856,2,19262725,good,falling,65,20,88,4,-44,133,8.83,Fixed Deposits
650,1,58191605,excellent,falling,0,-17,94,98,-37,138,8.88,Home Loans
688,7,25251227,excellent,rising,25,30,54,61,40,210,9.6,Home Loans
616,1,59558547,excellent,falling,-17,14,61,85,-29,114,8.64,Fixed Deposits
810,1,54440758,excellent,falling,97,-9,90,85,-48,215,9.65,Fixed Deposits
805,8,5741555,good,stable,81,46,33,-2,5,163,9.13,Home Loans
709,19,30008540,excellent,rising,-7,62,81,91,25,252,10.02,Fixed Deposits
417,5,67784092,excellent,stable,-65,19,99,74,-6,121,8.71,Fixed Deposits
761,11,59558788,poor,rising,77,66,89,-93,41,180,9.3,Home Loans
840,8,81248190,poor,stable,64,43,67,-89,1,86,8.36,Home Loans
398,6,5985524,poor,stable,-92,26,34,-74,-25,-131,7.95,Fixed Deposits
451,11,84364272,poor,falling,-85,79,72,-89,-46,-69,8.35,Fixed Deposits
565,4,982527,good,stable,-20,6,25,6,-2,15,7.65,Fixed Deposits
787,15,4074510,good,rising,57,99,45,9,41,251,10.01,Home Loans
508,4,75963397,good,stable,7,10,91,-10,-21,77,8.27,Fixed Deposits
838,11,30817640,good,rising,81,56,86,10,35,268,10.18,Home Loans
591,19,64741603,good,rising,20,65,67,4,48,204,9.54,Fixed Deposits
354,8,93975309,excellent,rising,-65,43,79,86,27,170,9.2,Home Loans
710,6,57217366,poor,rising,16,39,68,-69,46,100,8.5,Home Loans
808,18,61019958,good,falling,97,63,94,-11,-28,215,9.65,Home Loans
597,19,59585456,poor,stable,10,94,87,-80,-16,95,8.45,Home Loans
771,10,28803390,excellent,stable,83,56,66,89,4,298,10.48,Home Loans
364,11,48045896,excellent,rising,-99,96,77,78,48,200,9.5,Home Loans
471,2,523909,excellent,stable,-88,7,46,79,-12,32,7.82,Home Loans
626,16,95981478,good,stable,17,83,95,-1,25,219,9.69,Fixed Deposits
802,6,73502998,excellent,rising,59,48,87,69,35,298,10.48,Home Loans
739,9,87997319,excellent,falling,12,27,81,59,-50,129,8.79,Home Loans
643,14,22070254,excellent,rising,-19,70,74,80,36,241,9.91,Home Loans
795,1,37845323,excellent,stable,96,-2,97,50,0,241,9.91,Home Loans
559,12,54516992,good,rising,25,86,58,-16,48,201,9.51,Home Loans
651,3,30306747,poor,rising,-23,-10,85,-83,44,13,7.63,Fixed Deposits
572,17,4278621,excellent,falling,1,66,42,98,-49,158,9.08,Fixed Deposits
352,0,7352065,good,stable,-87,3,29,10,7,-38,8.04,Fixed Deposits
867,1,23974330,excellent,stable,79,-8,50,62,21,204,9.54,Fixed Deposits
442,1,65921100,excellent,falling,-67,22,78,81,-38,76,8.26,Fixed Deposits
869,3,76221207,good,rising,72,-15,64,-4,46,163,9.13,Home Loans
777,2,16391466,good,stable,97,-23,93,-20,19,166,9.16,Home Loans
842,16,18842912,poor,rising,66,91,95,-68,37,221,9.71,Home Loans
584,13,97216771,excellent,stable,-11,67,78,50,-9,175,9.25,Fixed Deposits
510,1,22770813,poor,rising,19,-10,70,-98,30,11,7.61,Home Loans
680,15,54128790,excellent,rising,18,90,61,54,36,259,10.09,Home Loans
682,10,52462138,excellent,falling,-19,50,75,99,-36,169,9.19,Home Loans
399,12,67119196,excellent,rising,-98,92,94,76,48,212,9.62,Fixed Deposits
872,0,96122783,good,rising,58,17,80,-14,27,168,9.18,Home Loans
841,1,92564309,excellent,rising,52,1,84,82,46,265,10.15,Fixed Deposits
621,1,55284983,excellent,rising,22,5,63,90,30,210,9.6,Home Loans
601,4,52758367,good,rising,9,19,56,1,45,130,8.8,Fixed Deposits
439,3,65374829,excellent,rising,-61,2,52,98,27,118,8.68,Fixed Deposits
795,11,64953740,excellent,stable,57,89,90,62,18,-65,7.79,Fixed Deposits
681,2,26183366,excellent,stable,0,25,53,95,17,190,9.4,Home Loans
488,19,44196632,excellent,stable,-86,76,51,60,1,102,8.52,Fixed Deposits
706,9,59557527,good,falling,-21,33,84,-15,-45,36,7.86,Fixed Deposits
623,19,60435657,good,stable,-13,87,82,10,-15,151,9.01,Home Loans
368,17,6952646,excellent,rising,-86,85,29,90,41,159,9.09,Home Loans
660,9,21884003,excellent,rising,13,33,90,99,28,263,10.13,Home Loans
503,0,44007218,poor,stable,-14,1,99,-50,5,41,7.91,Home Loans
739,5,29916555,good,stable,9,21,62,-22,17,87,8.37,Home Loans
609,10,23464130,good,rising,-18,99,100,18,37,236,9.86,Home Loans
474,1,23420078,excellent,rising,-91,0,100,67,48,124,8.74,Fixed Deposits
703,6,45771015,excellent,stable,8,46,56,67,22,199,9.49,Fixed Deposits
622,19,39620719,poor,stable,-18,76,88,-73,3,76,8.26,Fixed Deposits
594,17,86093216,good,stable,-4,53,96,-20,12,137,8.87,Home Loans
799,18,65649366,excellent,rising,99,100,76,92,44,-56,8.19,Home Loans
596,3,43194011,excellent,stable,-14,22,98,54,12,172,9.22,Home Loans
869,12,79242870,excellent,stable,71,87,52,97,23,30,7.8,Home Loans
490,17,39984005,excellent,falling,-74,61,66,60,-48,65,8.15,Home Loans
711,19,57447869,poor,stable,-8,96,74,-96,13,79,8.29,Fixed Deposits
357,12,69510102,poor,stable,-82,64,79,-92,-25,-56,7.98,Home Loans
827,18,99326724,excellent,stable,54,96,63,72,18,-102,8.4,Home Loans
701,16,48220048,excellent,rising,-10,97,78,60,42,267,10.17,Fixed Deposits
844,0,83461189,good,rising,98,4,54,-11,37,182,9.32,Home Loans
776,5,91407017,excellent,falling,90,-12,56,74,-48,160,9.1,Fixed Deposits
388,18,55073846,good,stable,-91,57,100,-9,-6,51,8.01,Fixed Deposits
536,19,71542230,good,stable,-7,77,68,24,2,164,9.14,Fixed Deposits
442,0,59748718,good,falling,-57,5,82,0,-45,-15,7.88,Fixed Deposits
435,7,28095938,good,falling,-100,26,70,-12,-37,-53,7.76,Home Loans
393,16,89235252,good,stable,-79,64,100,13,20,118,8.68,Fixed Deposits
486,14,39911992,poor,rising,-84,89,70,-53,33,55,8.05,Fixed Deposits
770,17,77622258,excellent,rising,84,92,66,58,37,-171,7.95,Home Loans
423,6,61562978,poor,falling,-62,40,72,-74,-50,-74,8.36,Fixed Deposits
897,15,72076209,excellent,rising,58,57,76,84,28,184,9.34,Fixed Deposits
861,6,50626080,excellent,falling,54,29,80,76,-38,201,9.51,Fixed Deposits
505,16,24176501,excellent,rising,-17,53,64,65,44,209,9.59,Fixed Deposits
604,3,53366860,good,stable,25,-14,89,-4,12,108,8.58,Home Loans
520,11,9186479,excellent,stable,-15,59,32,79,-25,130,8.8,Home Loans
519,12,33891400,poor,rising,-12,53,50,-75,38,54,8.04,Home Loans
671,3,40317678,good,falling,20,25,69,13,-26,101,8.51,Home Loans
805,0,71782096,excellent,stable,89,-16,90,88,-25,226,9.76,Home Loans
504,0,74109981,good,rising,-2,3,83,7,34,125,8.75,Home Loans
698,6,86587787,poor,rising,-6,43,50,-61,41,67,8.17,Fixed Deposits
800,8,79065310,good,stable,82,43,81,-25,-7,174,9.24,Fixed Deposits
522,0,2125998,excellent,rising,-22,17,40,61,41,137,8.87,Home Loans
359,15,18651705,poor,falling,-85,62,71,-84,-31,-67,8.33,Home Loans
614,17,89720402,good,rising,-1,83,78,-1,31,190,9.4,Home Loans
787,14,29567376,excellent,rising,50,95,94,78,33,-4,8.4,Fixed Deposits
596,5,7350005,excellent,rising,25,-6,35,91,36,181,9.31,Fixed Deposits
895,1,60971855,excellent,rising,73,-8,82,77,44,268,10.18,Home Loans
848,8,53427932,poor,rising,52,40,87,-82,46,143,8.93,Fixed Deposits
478,3,4183989,excellent,falling,-69,10,25,90,-38,18,7.68,Home Loans
676,12,60562492,excellent,rising,8,50,87,59,26,230,9.8,Home Loans
753,10,43548952,poor,rising,98,75,58,-90,47,188,9.38,Fixed Deposits
708,12,5295266,excellent,rising,-1,52,37,59,36,183,9.33,Home Loans
366,10,37413856,poor,stable,-58,93,97,-71,-7,54,8.04,Fixed Deposits
623,18,9354965,excellent,stable,-23,52,45,98,23,195,9.45,Home Loans
465,7,28109121,good,stable,-94,45,73,-19,-24,-19,8.36,Home Loans
440,6,77546242,excellent,rising,-59,42,85,54,26,148,8.98,Home Loans
431,15,17998655,poor,stable,-66,80,69,-73,12,22,7.72,Fixed Deposits
673,2,24219729,good,stable,3,10,92,-6,13,112,8.62,Home Loans
463,16,56034317,poor,stable,-61,98,94,-69,11,73,8.23,Home Loans
407,17,72678787,good,rising,-76,93,50,-14,36,89,8.39,Home Loans
503,14,89768465,excellent,stable,2,80,84,54,2,222,9.72,Fixed Deposits
753,16,50326098,excellent,rising,73,57,92,79,35,-137,7.84,Home Loans
615,10,28409799,excellent,rising,-21,74,69,82,34,238,9.88,Home Loans
664,4,33689727,good,rising,1,23,89,-16,41,138,8.88,Home Loans
390,15,16134829,poor,rising,-91,95,50,-62,45,37,7.87,Home Loans
454,14,15278997,excellent,rising,-89,69,100,76,32,188,9.38,Fixed Deposits
542,9,88497819,good,stable,-8,35,95,-14,16,124,8.74,Fixed Deposits
750,13,49600362,poor,falling,12,89,99,-99,-39,62,8.12,Fixed Deposits
627,1,98988228,excellent,stable,-18,-25,55,79,-24,67,8.17,Home Loans
703,15,24064713,poor,rising,24,70,90,-60,32,156,9.06,Fixed Deposits
605,18,55905966,excellent,stable,12,66,75,54,12,219,9.69,Fixed Deposits
448,7,33509624,good,stable,-71,44,78,11,7,69,8.19,Fixed Deposits
631,14,5081332,excellent,rising,-17,77,33,63,37,193,9.43,Home Loans
752,9,59143905,excellent,stable,97,42,64,100,20,263,10.13,Home Loans
458,4,95992316,excellent,stable,-58,3,86,75,-16,90,8.4,Home Loans
548,19,63350598,poor,rising,-1,59,68,-51,33,108,8.58,Home Loans
652,15,60352240,poor,rising,4,58,58,-93,35,62,8.12,Home Loans
676,11,56295892,excellent,rising,-24,83,90,80,40,269,10.19,Home Loans
503,12,22129396,poor,falling,-9,69,66,-98,-43,-15,8.1,Fixed Deposits
754,8,4420472,good,rising,94,27,39,2,39,201,9.51,Home Loans
811,16,67793648,poor,rising,56,50,91,-87,45,155,9.05,Fixed Deposits
481,19,88145999,excellent,rising,-79,82,77,60,38,178,9.28,Home Loans
433,11,75241755,excellent,falling,-91,99,58,78,-47,97,8.47,Fixed Deposits
748,4,3689454,good,rising,0,-18,43,14,36,75,8.25,Home Loans
458,11,16432184,excellent,stable,-88,67,56,61,2,98,8.48,Fixed Deposits
570,0,9813774,excellent,stable,16,4,49,92,-9,152,9.02,Home Loans
717,19,21633421,excellent,stable,2,82,79,58,-8,213,9.63,Fixed Deposits
496,15,42449196,excellent,falling,-65,71,62,85,-30,123,8.73,Fixed Deposits
461,11,21113976,excellent,rising,-90,66,51,68,29,124,8.74,Home Loans
843,8,58911503,poor,falling,58,34,67,-94,-43,22,7.72,Fixed Deposits
854,12,37697313,excellent,falling,65,58,89,66,-30,248,9.98,Fixed Deposits
824,16,59333416,excellent,falling,66,71,57,97,-46,245,9.95,Home Loans
620,16,66641784,good,stable,-21,59,69,25,9,141,8.91,Fixed Deposits
770,3,29568645,good,falling,54,7,58,-3,-28,88,8.38,Fixed Deposits
716,13,9514182,good,rising,12,97,37,-14,46,178,9.28,Fixed Deposits
629,18,31801418,good,rising,5,88,70,-19,40,184,9.34,Fixed Deposits
632,6,83884820,excellent,rising,-24,27,77,74,45,199,9.49,Home Loans
389,2,20716015,excellent,rising,-74,-9,93,63,26,99,8.49,Fixed Deposits
538,0,86191767,good,stable,20,-17,56,5,10,74,8.24,Fixed Deposits
513,11,58805151,poor,rising,17,96,80,-76,27,144,8.94,Fixed Deposits
885,14,21989189,good,rising,68,89,72,-15,36,250,10.0,Home Loans
885,10,61923878,excellent,stable,92,85,62,60,-3,296,10.46,Fixed Deposits
353,9,15251342,excellent,falling,-76,43,94,56,-42,75,8.25,Home Loans
639,1,9897980,excellent,stable,12,8,28,92,-7,133,8.83,Fixed Deposits
782,3,28896927,good,falling,62,-24,51,-23,-28,38,7.88,Fixed Deposits
820,16,52200329,excellent,stable,78,94,83,64,-13,-165,8.3,Fixed Deposits
530,16,12777183,excellent,falling,-7,76,54,52,-37,138,8.88,Fixed Deposits
597,7,89448291,excellent,rising,9,43,51,90,33,226,9.76,Fixed Deposits
628,13,19362498,excellent,falling,-1,82,96,66,-46,197,9.47,Fixed Deposits
603,3,91012521,excellent,rising,22,0,83,98,32,235,9.85,Fixed Deposits
530,5,41400740,excellent,falling,-17,21,51,93,-27,121,8.71,Fixed Deposits
858,18,97624726,good,stable,84,83,69,-19,-3,214,9.64,Home Loans
675,3,62416692,excellent,stable,25,2,57,60,7,151,9.01,Home Loans
706,2,68226750,good,stable,-11,-10,72,20,-5,66,8.16,Fixed Deposits
740,19,39059208,excellent,falling,-4,71,86,69,-35,187,9.37,Fixed Deposits
434,5,47779161,excellent,falling,-88,2,65,50,-38,-9,8.35,Home Loans
666,6,1340707,good,rising,23,38,47,6,34,148,8.98,Home Loans
561,13,40617846,excellent,rising,4,55,71,87,33,250,10.0,Fixed Deposits
864,11,78320501,good,rising,70,60,95,-5,40,260,10.1,Fixed Deposits
733,15,59302000,good,rising,-1,95,57,5,33,189,9.39,Home Loans
691,19,93991315,poor,rising,-1,69,92,-84,36,112,8.62,Home Loans
387,7,20641484,excellent,stable,-61,28,92,74,-4,129,8.79,Home Loans
860,1,44520645,excellent,rising,71,23,75,90,48,-122,7.91,Home Loans
769,12,53200004,good,stable,95,65,89,7,-22,234,9.84,Fixed Deposits
518,7,7291465,excellent,rising,15,30,47,61,33,186,9.36,Fixed Deposits
692,19,50998119,excellent,stable,-23,57,65,77,5,181,9.31,Fixed Deposits
655,15,36028510,good,rising,-17,94,70,23,42,212,9.62,Fixed Deposits
891,3,82810734,excellent,stable,73,10,89,75,22,269,10.19,Home Loans
886,15,50217244,excellent,stable,93,97,78,85,-24,-24,8.02,Fixed Deposits
461,19,8149680,good,rising,-54,98,46,-18,38,110,8.6,Fixed Deposits
760,5,47764889,poor,rising,81,-22,69,-69,47,106,8.56,Fixed Deposits
555,3,37427743,poor,rising,-9,22,61,-50,28,52,8.02,Home Loans
534,15,21092643,excellent,falling,15,83,86,100,-40,244,9.94,Home Loans
731,12,93439618,good,stable,-2,69,75,0,3,145,8.95,Home Loans
845,4,88559432,excellent,stable,57,-2,52,54,10,171,9.21,Fixed Deposits
728,14,64144455,excellent,rising,-20,94,67,92,26,259,10.09,Fixed Deposits
396,7,5628832,good,rising,-92,27,25,12,39,11,7.61,Fixed Deposits
900,6,30932691,excellent,rising,64,45,68,62,49,288,10.38,Home Loans
877,13,3393173,excellent,rising,73,91,37,68,42,-120,7.8,Home Loans
853,6,10672514,poor,rising,99,42,92,-95,33,171,9.21,Home Loans
371,6,33545603,poor,rising,-90,49,82,-56,36,21,7.71,Fixed Deposits
562,17,84038242,good,stable,5,52,79,-20,-5,111,8.61,Home Loans
659,9,79103435,poor,rising,20,25,71,-85,29,60,8.1,Home Loans
621,17,14617255,good,rising,19,72,76,3,31,201,9.51,Fixed Deposits
551,13,86587410,excellent,stable,19,92,99,67,18,295,10.45,Home Loans
381,9,48797103,good,stable,-88,29,100,6,11,58,8.08,Home Loans
792,6,15215763,excellent,stable,79,49,62,78,25,293,10.43,Home Loans
511,6,42337881,excellent,rising,-1,27,57,92,27,202,9.52,Fixed Deposits
603,6,79646476,poor,falling,22,35,99,-84,-36,36,7.86,Home Loans
870,4,5143708,excellent,falling,61,-25,26,91,-32,121,8.71,Home Loans
829,0,23161368,excellent,rising,70,-11,100,97,41,297,10.47,Fixed Deposits
359,13,66018471,excellent,rising,-77,88,68,54,27,160,9.1,Home Loans
854,17,75841101,excellent,falling,75,73,73,81,-31,271,10.21,Home Loans
785,12,54688245,poor,falling,99,83,54,-72,-36,128,8.78,Home Loans
460,7,83936374,good,rising,-89,39,57,3,30,40,7.9,Home Loans
502,7,20464917,good,rising,11,42,69,16,35,173,9.23,Fixed Deposits
451,9,61845099,good,falling,-52,49,84,-23,-37,21,7.71,Fixed Deposits
540,16,87065063,good,rising,-5,85,51,25,28,184,9.34,Fixed Deposits
430,5,33254451,good,falling,-78,-25,55,-22,-48,-118,8.21,Home Loans
838,14,54136093,good,rising,50,58,65,18,32,223,9.73,Fixed Deposits
437,14,32094032,poor,falling,-56,90,96,-76,-30,24,7.74,Fixed Deposits
543,15,65478097,poor,rising,-16,80,85,-79,27,97,8.47,Fixed Deposits
453,7,32924444,poor,rising,-66,46,51,-59,28,0,8.18,Fixed Deposits
445,18,32977251,good,falling,-63,87,63,-15,-47,25,7.75,Home Loans
772,19,40846041,poor,rising,97,95,87,-93,38,224,9.74,Fixed Deposits
547,14,31595128,excellent,rising,2,90,75,76,36,279,10.29,Fixed Deposits
350,2,51293050,poor,falling,-100,-24,69,-57,-48,-160,8.1,Home Loans
756,5,76227915,poor,rising,100,15,78,-55,49,187,9.37,Fixed Deposits
727,7,86556375,poor,rising,-18,37,53,-79,44,37,7.87,Fixed Deposits
516,15,29634544,poor,rising,15,69,69,-98,32,87,8.37,Home Loans
858,14,71206703,excellent,stable,72,72,73,76,25,4,7.54,Fixed Deposits
662,12,6577728,excellent,stable,-6,61,25,60,-12,128,8.78,Home Loans
767,19,71140113,excellent,falling,81,59,74,76,-50,240,9.9,Fixed Deposits
826,14,28079791,good,stable,72,81,63,-19,-6,191,9.41,Fixed Deposits
422,17,44125304,excellent,rising,-94,54,84,76,38,158,9.08,Fixed Deposits
